"customer_id","frequency","monetary","high_freq_low_monetary"
11051,6,661,"No"
3769,6,42,"Yes"
6961,6,11,"Yes"
7393,6,92,"Yes"
6183,6,140,"Yes"
9076,6,185,"Yes"
246,6,312,"Yes"
75,6,467,"Yes"
9185,6,1029,"No"
5794,6,446,"Yes"
1992,6,893,"No"
1403,6,38,"Yes"
2952,6,76,"Yes"
2683,6,910,"No"
3635,6,578,"No"
10413,6,1089,"No"
922,6,48,"Yes"
453,6,45,"Yes"
3921,6,205,"Yes"
6825,6,16,"Yes"
2920,6,990,"No"
5140,6,1445,"No"
182,6,397,"Yes"
7042,6,66,"Yes"
528,6,1383,"No"
4351,6,55,"Yes"
3422,6,1376,"No"
3463,6,904,"No"
5252,6,67,"Yes"
4102,6,23,"Yes"
3602,6,195,"Yes"
8825,6,564,"No"
9771,6,269,"Yes"
2098,6,17,"Yes"
3138,6,1676,"No"
378,6,794,"No"
2579,6,835,"No"
3717,6,704,"No"
1349,6,148,"Yes"
1050,6,65,"Yes"
4769,6,493,"Yes"
8475,6,1608,"No"
5623,6,51,"Yes"
10749,6,178,"Yes"
5371,6,91,"Yes"
4808,6,17,"Yes"
1523,6,96,"Yes"
5283,6,144,"Yes"
1044,6,596,"No"
4967,6,268,"Yes"
10022,6,16,"Yes"
7959,6,1370,"No"
5848,6,2009,"No"
9316,6,29,"Yes"
8182,6,121,"Yes"
2150,6,1482,"No"
3523,6,1073,"No"
1646,6,46,"Yes"
1987,6,59,"Yes"
6912,6,772,"No"
944,6,393,"Yes"
8254,6,23,"Yes"
5453,6,2352,"No"
8416,6,44,"Yes"
3526,6,38,"Yes"
5316,6,84,"Yes"
10352,6,117,"Yes"
10262,6,53,"Yes"
948,6,41,"Yes"
4148,6,348,"Yes"
3107,6,350,"Yes"
1250,6,84,"Yes"
965,6,590,"No"
1966,6,1672,"No"
4992,6,69,"Yes"
2345,6,1244,"No"
521,6,581,"No"
5289,6,72,"Yes"
4084,6,873,"No"
7788,6,10,"Yes"
7366,6,1438,"No"
6086,6,1380,"No"
11025,6,138,"Yes"
255,6,21,"Yes"
7141,6,213,"Yes"
3308,6,94,"Yes"
5628,6,1665,"No"
9463,6,1443,"No"
6237,6,416,"Yes"
8402,6,794,"No"
10584,6,945,"No"
5782,6,763,"No"
5680,6,30,"Yes"
1411,6,940,"No"
2130,6,147,"Yes"
4702,6,1895,"No"
7192,6,545,"No"
4200,6,275,"Yes"
3032,6,193,"Yes"
4086,6,60,"Yes"
5121,6,761,"No"
4391,6,908,"No"
10708,6,33,"Yes"
524,6,96,"Yes"
4096,6,187,"Yes"
8624,6,928,"No"
4322,6,1291,"No"
11004,6,22,"Yes"
5585,6,48,"Yes"
498,6,57,"Yes"
8362,6,1919,"No"
11148,6,13,"Yes"
3571,6,1101,"No"
9635,6,129,"Yes"
4587,6,266,"Yes"
6222,6,37,"Yes"
10722,6,546,"No"
4548,6,54,"Yes"
6818,6,369,"Yes"
1048,6,178,"Yes"
3979,6,1779,"No"
5610,6,36,"Yes"
10311,6,359,"Yes"
10872,6,1182,"No"
1215,6,1572,"No"
2591,6,932,"No"
9665,6,361,"Yes"
5049,6,46,"Yes"
5529,6,444,"Yes"
2736,6,849,"No"
2410,6,1097,"No"
2254,6,1455,"No"
6024,6,2302,"No"
2426,6,895,"No"
8890,6,272,"Yes"
7108,6,353,"Yes"
7786,6,160,"Yes"
9381,6,606,"No"
2948,6,185,"Yes"
6927,6,264,"Yes"
9648,6,253,"Yes"
7828,6,818,"No"
4654,6,1253,"No"
1503,6,107,"Yes"
4743,6,971,"No"
675,6,332,"Yes"
5517,6,37,"Yes"
10207,6,15,"Yes"
2782,6,404,"Yes"
4459,6,37,"Yes"
10160,6,46,"Yes"
5961,6,57,"Yes"
6424,6,49,"Yes"
8581,6,751,"No"
11110,6,5,"Yes"
10795,6,48,"Yes"
9386,6,320,"Yes"
7422,6,369,"Yes"
898,6,147,"Yes"
7019,6,211,"Yes"
2807,6,1001,"No"
2447,6,69,"Yes"
4785,6,714,"No"
4487,6,95,"Yes"
7313,6,1565,"No"
7453,6,488,"Yes"
6250,6,775,"No"
6749,6,1722,"No"
4094,6,289,"Yes"
8427,6,1540,"No"
837,6,174,"Yes"
2894,6,2013,"No"
9940,6,1009,"No"
2535,6,844,"No"
6055,6,1305,"No"
2961,6,382,"Yes"
2114,6,1315,"No"
4114,6,1693,"No"
6722,6,767,"No"
8314,6,1772,"No"
9235,6,18,"Yes"
4947,6,2059,"No"
5247,6,45,"Yes"
4725,6,67,"Yes"
6613,6,727,"No"
9029,6,1536,"No"
11178,6,32,"Yes"
5186,6,731,"No"
5031,6,1833,"No"
7396,6,1597,"No"
10314,6,1318,"No"
6575,6,612,"No"
7326,6,63,"Yes"
7685,6,78,"Yes"
3130,6,44,"Yes"
2292,6,24,"Yes"
8414,6,86,"Yes"
8213,6,96,"Yes"
7264,6,17,"Yes"
1928,6,83,"Yes"
5790,6,72,"Yes"
1878,6,37,"Yes"
1328,6,683,"No"
9507,6,434,"Yes"
7300,6,535,"No"
843,6,805,"No"
6504,6,78,"Yes"
7411,6,17,"Yes"
7912,6,103,"Yes"
1911,6,1364,"No"
2428,6,78,"Yes"
7022,6,1410,"No"
8659,6,1038,"No"
4405,6,789,"No"
3969,6,133,"Yes"
5538,6,1862,"No"
10001,6,100,"Yes"
800,6,32,"Yes"
1165,6,496,"Yes"
8360,6,198,"Yes"
3406,6,322,"Yes"
6248,6,2217,"No"
5062,6,39,"Yes"
8720,6,1679,"No"
3846,6,270,"Yes"
807,6,292,"Yes"
7165,6,823,"No"
5068,6,26,"Yes"
624,6,35,"Yes"
6616,6,461,"Yes"
10573,6,421,"Yes"
7428,6,1367,"No"
4279,6,54,"Yes"
4098,6,44,"Yes"
361,6,20,"Yes"
4440,6,546,"No"
1173,6,2252,"No"
6177,6,169,"Yes"
5991,6,266,"Yes"
5278,6,902,"No"
2227,6,210,"Yes"
5376,6,1730,"No"
7274,6,2153,"No"
10868,6,1272,"No"
4607,6,777,"No"
3517,6,161,"Yes"
5967,6,70,"Yes"
8916,6,16,"Yes"
10475,6,317,"Yes"
3136,6,663,"No"
10789,6,68,"Yes"
252,6,601,"No"
6233,6,971,"No"
7798,6,429,"Yes"
2534,6,188,"Yes"
10424,6,1295,"No"
9500,6,758,"No"
6721,6,1213,"No"
8486,6,367,"Yes"
8870,6,497,"Yes"
199,6,315,"Yes"
5290,6,279,"Yes"
4338,6,44,"Yes"
4477,6,653,"No"
4198,6,25,"Yes"
902,6,312,"Yes"
3783,6,116,"Yes"
5621,6,316,"Yes"
7010,6,1363,"No"
1142,6,428,"Yes"
8462,6,80,"Yes"
3536,6,55,"Yes"
2166,6,23,"Yes"
2986,6,20,"Yes"
7023,6,263,"Yes"
10914,6,17,"Yes"
8663,6,15,"Yes"
8029,6,1621,"No"
78,6,37,"Yes"
1663,6,49,"Yes"
10133,6,2349,"No"
1998,6,84,"Yes"
3865,6,73,"Yes"
4483,6,1228,"No"
6878,6,324,"Yes"
1927,6,690,"No"
5324,6,422,"Yes"
8372,6,30,"Yes"
3623,6,45,"Yes"
4597,6,2018,"No"
10146,6,42,"Yes"
9624,6,963,"No"
5562,6,735,"No"
5079,6,97,"Yes"
5935,6,764,"No"
9738,6,100,"Yes"
3427,6,734,"No"
6246,6,1507,"No"
2387,6,275,"Yes"
5802,6,75,"Yes"
10767,6,1346,"No"
455,6,209,"Yes"
1630,6,424,"Yes"
713,6,442,"Yes"
1592,6,1724,"No"
3403,6,2092,"No"
448,6,795,"No"
9209,6,1564,"No"
7613,6,326,"Yes"
701,6,1179,"No"
1092,6,1147,"No"
6379,6,121,"Yes"
322,6,41,"Yes"
6652,6,1134,"No"
9592,6,33,"Yes"
9984,6,724,"No"
7901,6,22,"Yes"
10196,6,614,"No"
10699,6,92,"Yes"
4376,6,93,"Yes"
9829,6,78,"Yes"
10862,6,326,"Yes"
9360,6,316,"Yes"
10163,6,1323,"No"
4168,6,433,"Yes"
7433,6,165,"Yes"
10525,6,27,"Yes"
1052,6,1001,"No"
9308,6,976,"No"
10680,6,70,"Yes"
10995,6,92,"Yes"
8234,6,18,"Yes"
3852,6,964,"No"
7660,6,49,"Yes"
6634,6,54,"Yes"
286,6,152,"Yes"
2963,6,1440,"No"
10669,6,470,"Yes"
4998,6,1033,"No"
5863,6,655,"No"
1834,6,67,"Yes"
2711,6,31,"Yes"
4370,6,88,"Yes"
10598,6,37,"Yes"
2930,6,1281,"No"
2278,6,133,"Yes"
535,6,778,"No"
4301,6,59,"Yes"
8181,6,177,"Yes"
4832,6,101,"Yes"
642,6,103,"Yes"
3056,6,1150,"No"
3409,6,339,"Yes"
2698,6,415,"Yes"
3117,6,450,"Yes"
8534,6,992,"No"
4107,6,425,"Yes"
5046,6,1638,"No"
832,6,747,"No"
907,6,362,"Yes"
8727,6,1150,"No"
5138,6,43,"Yes"
9264,6,1638,"No"
9120,6,1065,"No"
4286,6,679,"No"
10104,6,8,"Yes"
2656,6,59,"Yes"
3690,6,2091,"No"
2942,6,486,"Yes"
4042,6,180,"Yes"
5536,6,1957,"No"
3645,6,70,"Yes"
1764,6,270,"Yes"
10470,6,92,"Yes"
8867,6,2126,"No"
7011,6,93,"Yes"
6931,6,1062,"No"
7990,6,17,"Yes"
9467,6,20,"Yes"
5386,6,2302,"No"
8832,6,123,"Yes"
7235,6,38,"Yes"
5909,6,1171,"No"
3710,6,81,"Yes"
5125,6,1348,"No"
5229,6,42,"Yes"
9826,6,2114,"No"
5172,6,1053,"No"
11188,6,89,"Yes"
3766,6,835,"No"
9216,6,44,"Yes"
8537,6,1429,"No"
158,6,1196,"No"
9265,6,1390,"No"
10854,6,45,"Yes"
2918,6,91,"Yes"
3298,6,1152,"No"
8805,6,371,"Yes"
10383,6,1093,"No"
123,6,993,"No"
2939,6,1631,"No"
5596,6,728,"No"
5074,6,47,"Yes"
492,6,424,"Yes"
6406,6,1427,"No"
8432,6,684,"No"
4444,6,61,"Yes"
2375,6,22,"Yes"
8387,6,235,"Yes"
544,6,976,"No"
5710,6,120,"Yes"
1631,6,1282,"No"
6516,6,18,"Yes"
606,6,15,"Yes"
3967,6,943,"No"
2134,6,694,"No"
880,6,96,"Yes"
9523,6,15,"Yes"
1072,6,93,"Yes"
9213,6,15,"Yes"
5721,6,1566,"No"
2669,6,1127,"No"
24,6,47,"Yes"
2712,6,715,"No"
966,6,691,"No"
4345,6,21,"Yes"
10841,6,484,"Yes"
6365,6,80,"Yes"
6404,6,282,"Yes"
1055,6,45,"Yes"
5176,6,53,"Yes"
49,6,25,"Yes"
9014,6,61,"Yes"
6382,6,54,"Yes"
8418,6,61,"Yes"
9239,6,126,"Yes"
6230,6,189,"Yes"
1502,6,52,"Yes"
5872,6,639,"No"
2021,6,1388,"No"
6398,6,50,"Yes"
5043,6,434,"Yes"
5987,6,43,"Yes"
477,6,2157,"No"
7128,6,15,"Yes"
10340,6,497,"Yes"
6887,6,564,"No"
2431,6,67,"Yes"
4299,6,1825,"No"
8895,6,968,"No"
1362,6,449,"Yes"
4554,6,448,"Yes"
9701,6,312,"Yes"
9349,6,1131,"No"
7698,6,191,"Yes"
10673,6,1416,"No"
3010,6,2069,"No"
1509,6,523,"No"
9396,6,25,"Yes"
2075,6,1047,"No"
5424,6,156,"Yes"
8775,6,137,"Yes"
849,6,660,"No"
9481,6,68,"Yes"
9958,6,769,"No"
9298,6,1798,"No"
2055,6,49,"Yes"
8755,6,1196,"No"
8594,6,135,"Yes"
3231,6,30,"Yes"
7381,6,1442,"No"
4138,6,899,"No"
3170,6,1042,"No"
961,6,860,"No"
6184,6,1670,"No"
5751,6,38,"Yes"
2532,6,1651,"No"
269,6,1143,"No"
6318,6,1366,"No"
5547,6,1919,"No"
5207,6,793,"No"
3507,6,1575,"No"
11091,6,22,"Yes"
10398,6,31,"Yes"
125,6,271,"Yes"
9668,6,77,"Yes"
7409,6,267,"Yes"
7397,6,688,"No"
5423,6,16,"Yes"
5948,6,237,"Yes"
3619,6,1152,"No"
10888,6,636,"No"
5756,6,55,"Yes"
9733,6,80,"Yes"
8953,6,35,"Yes"
7734,6,1216,"No"
8080,6,22,"Yes"
9589,6,1234,"No"
3426,6,1596,"No"
5231,6,51,"Yes"
8135,6,52,"Yes"
4480,6,401,"Yes"
3712,6,259,"Yes"
8008,6,119,"Yes"
2826,6,37,"Yes"
1232,6,1244,"No"
7451,6,2008,"No"
1890,6,25,"Yes"
2831,6,1179,"No"
4915,6,732,"No"
4246,6,373,"Yes"
4058,6,811,"No"
9503,6,313,"Yes"
3321,6,542,"No"
10727,6,1586,"No"
10602,6,156,"Yes"
1628,6,960,"No"
10339,6,207,"Yes"
7610,6,460,"Yes"
1650,6,1643,"No"
340,6,497,"Yes"
523,6,74,"Yes"
11086,6,21,"Yes"
10642,6,37,"Yes"
5718,6,1415,"No"
1970,6,103,"Yes"
368,6,290,"Yes"
4786,6,1109,"No"
6349,6,1319,"No"
10925,6,1003,"No"
6768,6,36,"Yes"
4333,6,54,"Yes"
4369,6,1169,"No"
538,6,125,"Yes"
7629,6,31,"Yes"
3050,6,235,"Yes"
11112,6,1477,"No"
2815,6,120,"Yes"
10172,6,1538,"No"
9153,6,1048,"No"
3830,6,459,"Yes"
9305,6,1315,"No"
10379,6,574,"No"
6658,6,1194,"No"
7053,6,1453,"No"
5636,6,167,"Yes"
359,6,504,"No"
5577,6,23,"Yes"
10736,6,1525,"No"
6988,6,1443,"No"
3009,6,1766,"No"
2811,6,62,"Yes"
2488,6,64,"Yes"
217,6,1540,"No"
1212,6,936,"No"
3537,6,79,"Yes"
4500,6,1598,"No"
3678,6,656,"No"
5796,6,1125,"No"
5156,6,889,"No"
6036,6,1924,"No"
5184,6,23,"Yes"
6661,6,1174,"No"
3520,6,1092,"No"
6310,6,78,"Yes"
7476,6,1269,"No"
11191,6,139,"Yes"
2877,6,541,"No"
3870,6,1006,"No"
9347,6,46,"Yes"
8036,6,63,"Yes"
2173,6,32,"Yes"
5846,6,13,"Yes"
7488,6,825,"No"
3595,6,1138,"No"
6197,6,57,"Yes"
9710,6,792,"No"
1991,6,96,"Yes"
3182,6,263,"Yes"
11176,6,495,"Yes"
3483,6,1526,"No"
304,6,76,"Yes"
4137,6,1076,"No"
6856,6,65,"Yes"
7254,6,137,"Yes"
8614,6,507,"No"
450,6,270,"Yes"
4508,6,833,"No"
405,6,441,"Yes"
10473,6,528,"No"
5389,6,347,"Yes"
762,6,823,"No"
6409,6,1179,"No"
10323,6,304,"Yes"
9478,6,401,"Yes"
2246,6,183,"Yes"
679,6,38,"Yes"
983,6,414,"Yes"
375,6,1156,"No"
9262,6,52,"Yes"
4426,6,527,"No"
4385,6,47,"Yes"
2546,6,70,"Yes"
4070,6,1078,"No"
6147,6,28,"Yes"
6568,6,79,"Yes"
6488,6,99,"Yes"
1160,6,49,"Yes"
7600,6,29,"Yes"
4268,6,158,"Yes"
7505,6,46,"Yes"
2611,6,1910,"No"
5396,6,1366,"No"
1079,6,1086,"No"
8625,6,45,"Yes"
1384,6,62,"Yes"
821,6,2077,"No"
1826,6,1190,"No"
10401,6,18,"Yes"
9855,6,1020,"No"
9493,6,1808,"No"
6609,6,107,"Yes"
3584,6,1396,"No"
9687,6,726,"No"
9,6,120,"Yes"
3698,6,2130,"No"
1490,6,854,"No"
736,6,52,"Yes"
5393,6,42,"Yes"
5077,6,969,"No"
9707,6,1182,"No"
8405,6,305,"Yes"
1041,6,424,"Yes"
8104,6,278,"Yes"
1640,6,108,"Yes"
10968,6,704,"No"
10031,6,53,"Yes"
1968,6,28,"Yes"
9904,6,1043,"No"
9504,6,1008,"No"
4002,6,1123,"No"
6941,6,95,"Yes"
1726,6,81,"Yes"
10755,6,81,"Yes"
8207,6,40,"Yes"
2162,6,561,"No"
5885,6,211,"Yes"
2928,6,990,"No"
4530,6,1930,"No"
5544,6,1490,"No"
7822,6,662,"No"
2797,6,1073,"No"
1357,6,1562,"No"
4843,6,833,"No"
5545,6,988,"No"
4475,6,2440,"No"
1020,6,1366,"No"
1127,6,1958,"No"
10446,6,729,"No"
8732,6,1461,"No"
5286,6,217,"Yes"
7532,6,132,"Yes"
5107,6,49,"Yes"
2868,6,57,"Yes"
3066,6,231,"Yes"
2625,6,350,"Yes"
7444,6,30,"Yes"
2499,6,563,"No"
4261,6,1315,"No"
2886,6,1217,"No"
8477,6,28,"Yes"
1859,6,1890,"No"
7679,6,28,"Yes"
11096,6,232,"Yes"
6355,6,45,"Yes"
3887,6,106,"Yes"
8233,6,556,"No"
9010,6,2346,"No"
2694,6,24,"Yes"
6497,6,433,"Yes"
4939,6,317,"Yes"
9860,6,215,"Yes"
2217,6,23,"Yes"
10395,6,101,"Yes"
367,6,577,"No"
10164,6,1691,"No"
5835,6,65,"Yes"
10102,6,1478,"No"
4220,6,87,"Yes"
8395,6,1511,"No"
10742,6,746,"No"
247,6,357,"Yes"
2326,6,85,"Yes"
5929,6,48,"Yes"
8925,6,1012,"No"
5564,6,1338,"No"
6728,6,48,"Yes"
5726,6,60,"Yes"
10341,6,222,"Yes"
5147,6,1424,"No"
2186,6,2257,"No"
3267,6,608,"No"
4050,6,127,"Yes"
5667,6,1701,"No"
1584,6,482,"Yes"
2639,6,68,"Yes"
332,6,275,"Yes"
3091,6,823,"No"
3281,6,411,"Yes"
5491,6,319,"Yes"
4415,6,38,"Yes"
8962,6,37,"Yes"
10142,6,689,"No"
5120,6,1289,"No"
9723,6,1016,"No"
6663,6,157,"Yes"
3850,6,43,"Yes"
2253,6,85,"Yes"
9426,6,900,"No"
4994,6,1735,"No"
8082,6,34,"Yes"
819,6,1103,"No"
2607,6,630,"No"
10928,6,599,"No"
5177,6,396,"Yes"
7620,6,106,"Yes"
6202,6,1005,"No"
1891,6,1754,"No"
5837,6,494,"Yes"
7055,6,1021,"No"
4552,6,393,"Yes"
10691,6,43,"Yes"
4690,6,586,"No"
2561,6,1371,"No"
6181,6,939,"No"
10678,6,917,"No"
5081,6,47,"Yes"
9289,6,63,"Yes"
3266,6,125,"Yes"
236,6,170,"Yes"
8652,6,317,"Yes"
9432,6,62,"Yes"
6885,6,55,"Yes"
3515,6,160,"Yes"
10466,6,60,"Yes"
1064,6,42,"Yes"
1626,6,49,"Yes"
454,6,1135,"No"
9121,6,1690,"No"
9214,6,358,"Yes"
879,6,458,"Yes"
9145,6,1478,"No"
7872,6,557,"No"
7930,6,268,"Yes"
500,6,1941,"No"
1204,6,1829,"No"
2795,6,13,"Yes"
73,6,18,"Yes"
2980,6,35,"Yes"
7196,6,13,"Yes"
1994,6,19,"Yes"
3436,6,20,"Yes"
10304,6,60,"Yes"
9617,6,19,"Yes"
1407,6,57,"Yes"
11039,6,311,"Yes"
6072,6,2087,"No"
7101,6,1198,"No"
2495,6,816,"No"
10245,6,756,"No"
2937,6,871,"No"
6255,6,334,"Yes"
1031,6,1062,"No"
1184,6,845,"No"
8175,6,137,"Yes"
5302,6,1428,"No"
9974,6,70,"Yes"
9729,6,615,"No"
10212,6,100,"Yes"
5552,6,293,"Yes"
5989,6,1576,"No"
1717,6,273,"Yes"
11010,6,44,"Yes"
9606,6,1536,"No"
6974,6,1497,"No"
6642,6,102,"Yes"
5114,6,965,"No"
8557,6,46,"Yes"
1100,6,61,"Yes"
4580,6,2486,"No"
2379,6,1635,"No"
5136,6,798,"No"
2008,6,1149,"No"
10505,6,1001,"No"
7943,6,35,"Yes"
6565,6,1782,"No"
1945,6,1400,"No"
10313,6,254,"Yes"
9197,6,47,"Yes"
2223,6,1826,"No"
2456,6,149,"Yes"
6303,6,1497,"No"
10703,6,120,"Yes"
6715,6,685,"No"
10641,6,57,"Yes"
8800,6,902,"No"
10402,6,39,"Yes"
9246,6,415,"Yes"
10264,6,31,"Yes"
1542,6,396,"Yes"
4240,6,58,"Yes"
7186,6,35,"Yes"
10640,6,211,"Yes"
5892,6,221,"Yes"
6720,6,492,"Yes"
9260,6,1706,"No"
3332,6,165,"Yes"
10609,6,88,"Yes"
1177,6,129,"Yes"
8746,6,1188,"No"
2493,6,608,"No"
2262,6,311,"Yes"
6271,6,63,"Yes"
4310,6,1428,"No"
1343,6,586,"No"
8933,6,66,"Yes"
8786,6,450,"Yes"
1921,6,71,"Yes"
11166,6,315,"Yes"
5294,6,57,"Yes"
339,6,496,"Yes"
4472,6,57,"Yes"
591,6,677,"No"
2521,6,59,"Yes"
3518,6,50,"Yes"
3799,6,868,"No"
6935,6,978,"No"
7521,6,1574,"No"
10971,6,473,"Yes"
3896,6,37,"Yes"
254,6,473,"Yes"
4023,6,115,"Yes"
6142,6,900,"No"
7514,6,177,"Yes"
1399,6,1515,"No"
10833,6,973,"No"
10955,6,1600,"No"
10177,6,1338,"No"
20,6,183,"Yes"
3102,6,32,"Yes"
10856,6,46,"Yes"
10286,6,926,"No"
7881,6,1033,"No"
9790,6,1334,"No"
203,6,2089,"No"
6742,6,11,"Yes"
4937,6,44,"Yes"
9135,6,64,"Yes"
1491,6,559,"No"
6963,6,1157,"No"
1172,6,2034,"No"
9971,6,506,"No"
6815,6,809,"No"
10664,6,467,"Yes"
8140,6,95,"Yes"
1351,6,1220,"No"
6932,6,2119,"No"
1183,6,22,"Yes"
6646,6,22,"Yes"
10837,6,68,"Yes"
2929,6,137,"Yes"
5204,6,1461,"No"
2408,6,733,"No"
5236,6,2194,"No"
9140,6,91,"Yes"
451,6,22,"Yes"
8553,6,42,"Yes"
6261,6,470,"Yes"
7706,6,1048,"No"
10524,6,795,"No"
4686,6,1686,"No"
1745,6,1313,"No"
6116,6,75,"Yes"
2371,6,81,"Yes"
6694,6,1068,"No"
10350,6,38,"Yes"
5080,6,1258,"No"
7369,6,62,"Yes"
1404,6,231,"Yes"
9757,6,1631,"No"
3706,6,94,"Yes"
615,6,343,"Yes"
4550,6,71,"Yes"
830,6,1658,"No"
1545,6,443,"Yes"
1581,6,17,"Yes"
988,6,1193,"No"
2730,6,1231,"No"
1340,6,1795,"No"
3578,6,236,"Yes"
590,6,1812,"No"
7093,6,22,"Yes"
8650,6,42,"Yes"
3074,6,1828,"No"
10882,6,915,"No"
7118,6,1528,"No"
8079,6,55,"Yes"
5336,6,59,"Yes"
9286,6,747,"No"
10432,6,22,"Yes"
202,6,1234,"No"
10832,6,467,"Yes"
610,6,480,"Yes"
10069,6,58,"Yes"
3083,6,373,"Yes"
8977,6,24,"Yes"
1176,6,25,"Yes"
3807,6,766,"No"
10176,6,416,"Yes"
2587,6,20,"Yes"
9916,6,54,"Yes"
5841,6,832,"No"
9797,6,443,"Yes"
10500,6,98,"Yes"
7646,6,805,"No"
9336,6,636,"No"
4207,6,1298,"No"
10479,6,1511,"No"
5474,6,223,"Yes"
3286,6,42,"Yes"
1000,6,964,"No"
10089,6,1112,"No"
3310,6,211,"Yes"
4789,6,1677,"No"
2836,6,19,"Yes"
2286,6,114,"Yes"
8897,6,654,"No"
3972,6,401,"Yes"
2139,6,31,"Yes"
6866,6,34,"Yes"
8799,6,153,"Yes"
11187,6,69,"Yes"
295,6,1157,"No"
3412,6,957,"No"
5268,6,56,"Yes"
1655,6,48,"Yes"
213,6,48,"Yes"
5092,6,467,"Yes"
833,6,72,"Yes"
2416,6,1288,"No"
7426,6,198,"Yes"
10010,6,152,"Yes"
8315,6,23,"Yes"
7495,6,156,"Yes"
1553,6,2283,"No"
9353,6,995,"No"
460,6,1753,"No"
7327,6,47,"Yes"
1839,6,141,"Yes"
4093,6,436,"Yes"
851,6,642,"No"
9215,6,551,"No"
3924,6,916,"No"
2724,6,19,"Yes"
10595,6,69,"Yes"
6566,6,1319,"No"
5454,6,50,"Yes"
4328,6,55,"Yes"
10556,6,358,"Yes"
2256,6,21,"Yes"
11114,6,84,"Yes"
3767,6,1008,"No"
1139,6,1512,"No"
3839,6,88,"Yes"
3599,6,1464,"No"
10909,6,1899,"No"
4653,6,189,"Yes"
3696,6,52,"Yes"
8707,6,1401,"No"
25,6,1115,"No"
7960,6,1382,"No"
4945,6,1210,"No"
3491,6,1260,"No"
2727,6,409,"Yes"
6853,6,1438,"No"
5455,6,122,"Yes"
8370,6,1159,"No"
9220,6,1968,"No"
8147,6,48,"Yes"
6421,6,2116,"No"
2902,6,45,"Yes"
6872,6,405,"Yes"
4184,6,265,"Yes"
3276,6,78,"Yes"
5954,6,192,"Yes"
6521,6,1101,"No"
4201,6,468,"Yes"
2429,6,1338,"No"
839,6,170,"Yes"
7232,6,67,"Yes"
2285,6,335,"Yes"
3726,6,17,"Yes"
10095,6,1293,"No"
6862,6,8,"Yes"
3559,6,57,"Yes"
5543,6,802,"No"
946,6,210,"Yes"
3535,6,967,"No"
4120,6,369,"Yes"
1045,6,279,"Yes"
10403,6,44,"Yes"
4047,6,544,"No"
11181,6,8,"Yes"
1307,6,63,"Yes"
10067,6,13,"Yes"
7919,6,2092,"No"
271,6,258,"Yes"
22,6,309,"Yes"
7373,6,302,"Yes"
2740,6,90,"Yes"
2541,6,48,"Yes"
8375,6,518,"No"
6218,6,499,"Yes"
1175,6,426,"Yes"
4599,6,458,"Yes"
10591,6,201,"Yes"
