"customer_id","recency","frequency","inactive"
8560,94,6,"Yes"
5896,94,6,"Yes"
1010,94,6,"Yes"
8373,94,6,"Yes"
5324,94,6,"Yes"
2292,94,6,"Yes"
4786,94,6,"Yes"
4179,94,6,"Yes"
8953,94,6,"Yes"
6534,94,6,"Yes"
2134,94,6,"Yes"
3515,94,6,"Yes"
5885,94,6,"Yes"
3829,94,6,"Yes"
10258,94,6,"Yes"
6055,94,6,"Yes"
11114,94,6,"Yes"
3520,94,6,"Yes"
11074,94,6,"Yes"
10402,94,6,"Yes"
9239,94,6,"Yes"
2008,93,6,"Yes"
9286,93,6,"Yes"
8970,93,6,"Yes"
3641,93,6,"Yes"
8204,93,6,"Yes"
3628,93,6,"Yes"
6262,93,6,"Yes"
175,93,6,"Yes"
7476,93,6,"Yes"
5389,93,6,"Yes"
2875,93,6,"Yes"
1324,93,6,"Yes"
5831,93,6,"Yes"
6988,93,6,"Yes"
1604,93,6,"Yes"
5221,93,6,"Yes"
10925,93,6,"Yes"
4440,93,6,"Yes"
2878,93,6,"Yes"
322,93,6,"Yes"
1755,93,6,"Yes"
1764,92,6,"Yes"
6237,92,6,"Yes"
961,92,6,"Yes"
123,92,6,"Yes"
4843,92,6,"Yes"
5954,92,6,"Yes"
7396,92,6,"Yes"
5631,92,6,"Yes"
7286,92,6,"Yes"
1916,92,6,"Yes"
8588,92,6,"Yes"
1517,92,6,"Yes"
4687,92,6,"Yes"
3916,92,6,"Yes"
5562,92,6,"Yes"
7938,92,6,"Yes"
4094,92,6,"Yes"
946,92,6,"Yes"
6515,92,6,"Yes"
3745,92,6,"Yes"
6941,92,6,"Yes"
1951,92,6,"Yes"
9135,92,6,"Yes"
9916,92,6,"Yes"
9197,92,6,"Yes"
2227,92,6,"Yes"
3298,92,6,"Yes"
6730,92,6,"Yes"
4508,92,6,"Yes"
9451,92,6,"Yes"
6565,91,6,"Yes"
7270,91,6,"Yes"
7755,91,6,"Yes"
10394,91,6,"Yes"
8182,91,6,"Yes"
10307,91,6,"Yes"
10590,91,6,"Yes"
4754,91,6,"Yes"
4817,91,6,"Yes"
10678,91,6,"Yes"
6619,91,6,"Yes"
1833,91,6,"Yes"
2246,91,6,"Yes"
451,91,6,"Yes"
1142,91,6,"Yes"
20,91,6,"Yes"
7128,91,6,"Yes"
2147,91,6,"Yes"
1291,90,6,"No"
7422,90,6,"No"
11031,90,6,"No"
7419,90,6,"No"
2747,90,6,"No"
8867,90,6,"No"
10854,90,6,"No"
11030,90,6,"No"
5558,90,6,"No"
450,90,6,"No"
4148,90,6,"No"
5667,90,6,"No"
9516,90,6,"No"
4990,90,6,"No"
4964,90,6,"No"
4587,90,6,"No"
832,90,6,"No"
221,90,6,"No"
1357,90,6,"No"
4351,90,6,"No"
3426,89,6,"No"
9298,89,6,"No"
2986,89,6,"No"
6974,89,6,"No"
5043,89,6,"No"
10812,89,6,"No"
7791,89,6,"No"
8212,89,6,"No"
1404,89,6,"No"
3233,89,6,"No"
2975,89,6,"No"
5316,89,6,"No"
4554,89,6,"No"
5455,89,6,"No"
3104,89,6,"No"
7892,89,6,"No"
7960,89,6,"No"
9140,89,6,"No"
2909,89,6,"No"
10598,89,6,"No"
8015,88,6,"No"
4682,88,6,"No"
1745,88,6,"No"
5176,88,6,"No"
10323,88,6,"No"
2736,88,6,"No"
6991,88,6,"No"
692,88,6,"No"
3083,88,6,"No"
3136,88,6,"No"
9386,88,6,"No"
8162,88,6,"No"
8132,88,6,"No"
8148,88,6,"No"
503,88,6,"No"
7706,88,6,"No"
6327,87,6,"No"
4279,87,6,"No"
6131,87,6,"No"
7023,87,6,"No"
2564,87,6,"No"
5084,87,6,"No"
2445,87,6,"No"
1491,87,6,"No"
6977,87,6,"No"
606,87,6,"No"
4507,87,6,"No"
5798,87,6,"No"
4042,87,6,"No"
4478,87,6,"No"
10379,87,6,"No"
7274,87,6,"No"
7094,87,6,"No"
7433,87,6,"No"
2350,87,6,"No"
7801,87,6,"No"
3332,87,6,"No"
3010,87,6,"No"
5346,87,6,"No"
1118,87,6,"No"
2902,87,6,"No"
550,87,6,"No"
1137,87,6,"No"
4547,86,6,"No"
7937,86,6,"No"
2304,86,6,"No"
2804,86,6,"No"
2278,86,6,"No"
7592,86,6,"No"
9,86,6,"No"
6825,86,6,"No"
3170,86,6,"No"
455,86,6,"No"
6940,86,6,"No"
3194,86,6,"No"
2961,86,6,"No"
2005,86,6,"No"
9697,86,6,"No"
10032,86,6,"No"
6488,86,6,"No"
10703,86,6,"No"
8700,86,6,"No"
10466,86,6,"No"
4676,86,6,"No"
10505,86,6,"No"
8079,86,6,"No"
7325,86,6,"No"
4915,86,6,"No"
231,86,6,"No"
6289,85,6,"No"
5253,85,6,"No"
5234,85,6,"No"
4200,85,6,"No"
6049,85,6,"No"
1958,85,6,"No"
7321,85,6,"No"
6417,85,6,"No"
9209,85,6,"No"
9743,85,6,"No"
4998,85,6,"No"
6963,85,6,"No"
8663,85,6,"No"
1065,85,6,"No"
11148,85,6,"No"
6605,85,6,"No"
2712,85,6,"No"
11181,85,6,"No"
8146,84,6,"No"
2516,84,6,"No"
4541,84,6,"No"
7375,84,6,"No"
819,84,6,"No"
1440,84,6,"No"
1490,84,6,"No"
11188,84,6,"No"
11013,84,6,"No"
1627,84,6,"No"
3152,84,6,"No"
10120,84,6,"No"
5939,84,6,"No"
4832,84,6,"No"
2456,84,6,"No"
9349,84,6,"No"
9988,84,6,"No"
361,84,6,"No"
988,84,6,"No"
3138,84,6,"No"
2230,84,6,"No"
10144,84,6,"No"
6710,84,6,"No"
8017,83,6,"No"
3807,83,6,"No"
3006,83,6,"No"
2150,83,6,"No"
5278,83,6,"No"
1878,83,6,"No"
7386,83,6,"No"
55,83,6,"No"
6376,83,6,"No"
10339,83,6,"No"
2416,83,6,"No"
2453,83,6,"No"
4370,83,6,"No"
3523,83,6,"No"
3722,83,6,"No"
5734,83,6,"No"
7787,83,6,"No"
8405,83,6,"No"
11088,83,6,"No"
5185,83,6,"No"
7617,83,6,"No"
7326,83,6,"No"
8397,82,6,"No"
4432,82,6,"No"
9672,82,6,"No"
10675,82,6,"No"
983,82,6,"No"
4385,82,6,"No"
1998,82,6,"No"
1250,82,6,"No"
4475,82,6,"No"
6742,82,6,"No"
2125,82,6,"No"
5079,82,6,"No"
10868,82,6,"No"
5692,82,6,"No"
803,82,6,"No"
339,82,6,"No"
9938,82,6,"No"
7004,82,6,"No"
10398,82,6,"No"
1612,82,6,"No"
5975,82,6,"No"
8931,82,6,"No"
8372,81,6,"No"
7732,81,6,"No"
1655,81,6,"No"
4174,81,6,"No"
6257,81,6,"No"
4328,81,6,"No"
4910,81,6,"No"
6274,81,6,"No"
564,81,6,"No"
73,81,6,"No"
9153,81,6,"No"
955,81,6,"No"
17,81,6,"No"
3182,81,6,"No"
310,81,6,"No"
6261,81,6,"No"
9224,81,6,"No"
2002,81,6,"No"
5555,81,6,"No"
2740,81,6,"No"
7698,81,6,"No"
193,81,6,"No"
520,81,6,"No"
6059,81,6,"No"
5229,81,6,"No"
11166,81,6,"No"
8732,81,6,"No"
4095,80,6,"No"
6999,80,6,"No"
9010,80,6,"No"
7281,80,6,"No"
5959,80,6,"No"
7683,80,6,"No"
7574,80,6,"No"
702,80,6,"No"
9710,80,6,"No"
2563,80,6,"No"
1509,80,6,"No"
9907,80,6,"No"
5454,80,6,"No"
2549,80,6,"No"
5223,80,6,"No"
9120,80,6,"No"
4271,80,6,"No"
6437,80,6,"No"
5252,80,6,"No"
3798,80,6,"No"
7441,80,6,"No"
2952,80,6,"No"
8852,80,6,"No"
8312,80,6,"No"
2488,80,6,"No"
3945,80,6,"No"
4259,80,6,"No"
9481,80,6,"No"
922,79,6,"No"
1584,79,6,"No"
5237,79,6,"No"
771,79,6,"No"
10314,79,6,"No"
5474,79,6,"No"
2895,79,6,"No"
375,79,6,"No"
10067,79,6,"No"
10936,79,6,"No"
500,79,6,"No"
4240,79,6,"No"
7972,79,6,"No"
2861,79,6,"No"
2674,79,6,"No"
2461,79,6,"No"
9559,79,6,"No"
11092,78,6,"No"
146,78,6,"No"
6634,78,6,"No"
2607,78,6,"No"
538,78,6,"No"
697,78,6,"No"
5120,78,6,"No"
3503,78,6,"No"
5538,78,6,"No"
6383,78,6,"No"
3856,78,6,"No"
3910,78,6,"No"
10648,78,6,"No"
217,78,6,"No"
10536,78,6,"No"
5883,78,6,"No"
10157,78,6,"No"
8427,78,6,"No"
8916,78,6,"No"
6202,78,6,"No"
10091,78,6,"No"
4227,78,6,"No"
6036,78,6,"No"
10022,78,6,"No"
6749,78,6,"No"
6460,78,6,"No"
295,77,6,"No"
1177,77,6,"No"
3968,77,6,"No"
10304,77,6,"No"
8789,77,6,"No"
5287,77,6,"No"
641,77,6,"No"
10203,77,6,"No"
10584,77,6,"No"
1834,77,6,"No"
4037,77,6,"No"
10992,77,6,"No"
10637,77,6,"No"
5577,77,6,"No"
3559,77,6,"No"
4086,77,6,"No"
6071,77,6,"No"
10159,77,6,"No"
9426,77,6,"No"
6457,77,6,"No"
954,77,6,"No"
7998,77,6,"No"
6932,77,6,"No"
2337,77,6,"No"
10826,77,6,"No"
591,76,6,"No"
238,76,6,"No"
4333,76,6,"No"
4066,76,6,"No"
11121,76,6,"No"
3483,76,6,"No"
6810,76,6,"No"
4303,76,6,"No"
7301,76,6,"No"
5063,76,6,"No"
7426,76,6,"No"
2948,76,6,"No"
8360,76,6,"No"
8414,76,6,"No"
4058,76,6,"No"
10755,76,6,"No"
4927,76,6,"No"
2258,76,6,"No"
3839,76,6,"No"
9974,75,6,"No"
5068,75,6,"No"
8082,75,6,"No"
3179,75,6,"No"
10735,75,6,"No"
9937,75,6,"No"
274,75,6,"No"
6856,75,6,"No"
6768,75,6,"No"
2375,75,6,"No"
10164,75,6,"No"
1362,75,6,"No"
7053,75,6,"No"
6969,75,6,"No"
6528,75,6,"No"
11010,75,6,"No"
5250,75,6,"No"
9543,74,6,"No"
1461,74,6,"No"
1672,74,6,"No"
2262,74,6,"No"
7093,74,6,"No"
367,74,6,"No"
6461,74,6,"No"
3855,74,6,"No"
1921,74,6,"No"
5956,74,6,"No"
8775,74,6,"No"
1990,74,6,"No"
3594,74,6,"No"
2853,74,6,"No"
902,74,6,"No"
2894,74,6,"No"
9460,74,6,"No"
6218,74,6,"No"
7254,74,6,"No"
257,74,6,"No"
7514,74,6,"No"
7930,74,6,"No"
10260,74,6,"No"
5057,74,6,"No"
9265,74,6,"No"
9292,74,6,"No"
9400,73,6,"No"
4122,73,6,"No"
6870,73,6,"No"
143,73,6,"No"
8690,73,6,"No"
4637,73,6,"No"
4252,73,6,"No"
9240,73,6,"No"
7106,73,6,"No"
4943,73,6,"No"
10299,73,6,"No"
9029,73,6,"No"
10770,73,6,"No"
4278,73,6,"No"
9246,73,6,"No"
1928,73,6,"No"
6906,73,6,"No"
176,73,6,"No"
6445,73,6,"No"
1173,73,6,"No"
11051,72,6,"No"
1513,72,6,"No"
5545,72,6,"No"
7247,72,6,"No"
5010,72,6,"No"
7129,72,6,"No"
713,72,6,"No"
8093,72,6,"No"
1371,72,6,"No"
10742,72,6,"No"
7124,72,6,"No"
4743,72,6,"No"
8562,72,6,"No"
9167,72,6,"No"
6945,72,6,"No"
6653,72,6,"No"
5283,72,6,"No"
460,72,6,"No"
3732,72,6,"No"
1030,72,6,"No"
4368,72,6,"No"
10364,72,6,"No"
10965,72,6,"No"
7495,72,6,"No"
10686,72,6,"No"
2918,72,6,"No"
6303,72,6,"No"
10640,71,6,"No"
7761,71,6,"No"
4297,71,6,"No"
5062,71,6,"No"
6349,71,6,"No"
8213,71,6,"No"
269,71,6,"No"
3225,71,6,"No"
1172,71,6,"No"
7620,71,6,"No"
6245,71,6,"No"
10245,71,6,"No"
8780,71,6,"No"
4725,71,6,"No"
4796,71,6,"No"
1665,71,6,"No"
2447,71,6,"No"
2276,71,6,"No"
8175,71,6,"No"
1553,71,6,"No"
798,71,6,"No"
8629,71,6,"No"
246,71,6,"No"
3386,71,6,"No"
10680,71,6,"No"
3286,71,6,"No"
7005,71,6,"No"
9817,71,6,"No"
7327,71,6,"No"
2431,70,6,"No"
5407,70,6,"No"
5491,70,6,"No"
3972,70,6,"No"
6927,70,6,"No"
10741,70,6,"No"
4442,70,6,"No"
9703,70,6,"No"
8625,70,6,"No"
1020,70,6,"No"
5796,70,6,"No"
7646,70,6,"No"
4356,70,6,"No"
10057,70,6,"No"
7899,70,6,"No"
3717,70,6,"No"
2886,70,6,"No"
8504,70,6,"No"
5314,69,6,"No"
9905,69,6,"No"
11178,69,6,"No"
7912,69,6,"No"
2565,69,6,"No"
2410,69,6,"No"
8858,69,6,"No"
3281,69,6,"No"
2437,69,6,"No"
10313,69,6,"No"
7215,69,6,"No"
895,69,6,"No"
3635,69,6,"No"
1409,69,6,"No"
642,69,6,"No"
7072,69,6,"No"
8749,68,6,"No"
4864,68,6,"No"
7712,68,6,"No"
3535,68,6,"No"
9491,68,6,"No"
9370,68,6,"No"
5138,68,6,"No"
8895,68,6,"No"
10340,68,6,"No"
8387,68,6,"No"
8870,68,6,"No"
10955,68,6,"No"
2544,68,6,"No"
5899,68,6,"No"
5286,68,6,"No"
5846,68,6,"No"
11091,68,6,"No"
405,68,6,"No"
3409,68,6,"No"
2115,68,6,"No"
10513,68,6,"No"
7290,68,6,"No"
2118,68,6,"No"
4138,68,6,"No"
378,68,6,"No"
5113,67,6,"No"
10413,67,6,"No"
3696,67,6,"No"
10702,67,6,"No"
4487,67,6,"No"
304,67,6,"No"
7462,67,6,"No"
1502,67,6,"No"
2863,67,6,"No"
3412,67,6,"No"
1744,67,6,"No"
5837,67,6,"No"
675,67,6,"No"
736,67,6,"No"
4483,67,6,"No"
4597,67,6,"No"
3422,67,6,"No"
916,67,6,"No"
2611,66,6,"No"
5680,66,6,"No"
3726,66,6,"No"
1964,66,6,"No"
879,66,6,"No"
4860,66,6,"No"
4548,66,6,"No"
2669,66,6,"No"
9500,66,6,"No"
4599,66,6,"No"
3074,66,6,"No"
425,66,6,"No"
7409,66,6,"No"
5140,66,6,"No"
0,66,6,"No"
10037,66,6,"No"
6142,65,6,"No"
4887,65,6,"No"
2525,65,6,"No"
10104,65,6,"No"
3536,65,6,"No"
10704,65,6,"No"
9305,65,6,"No"
4437,65,6,"No"
849,65,6,"No"
10872,65,6,"No"
9805,65,6,"No"
3254,65,6,"No"
4706,65,6,"No"
2004,65,6,"No"
9503,65,6,"No"
6862,65,6,"No"
9707,65,6,"No"
1606,65,6,"No"
125,65,6,"No"
9014,65,6,"No"
3081,65,6,"No"
4050,65,6,"No"
2589,65,6,"No"
8553,65,6,"No"
4640,65,6,"No"
5184,65,6,"No"
8686,65,6,"No"
3643,65,6,"No"
9058,65,6,"No"
8315,65,6,"No"
5731,64,6,"No"
5125,64,6,"No"
10479,64,6,"No"
9606,64,6,"No"
3421,64,6,"No"
5966,64,6,"No"
7152,64,6,"No"
4391,64,6,"No"
3439,64,6,"No"
2995,64,6,"No"
5150,64,6,"No"
3570,64,6,"No"
1072,64,6,"No"
8210,64,6,"No"
6609,64,6,"No"
773,64,6,"No"
6097,64,6,"No"
2730,64,6,"No"
5272,64,6,"No"
5756,64,6,"No"
6283,64,6,"No"
5393,64,6,"No"
3919,64,6,"No"
5763,63,6,"No"
1993,63,6,"No"
5723,63,6,"No"
716,63,6,"No"
2656,63,6,"No"
8442,63,6,"No"
6544,63,6,"No"
4136,63,6,"No"
3712,63,6,"No"
2928,63,6,"No"
5823,63,6,"No"
4298,63,6,"No"
7313,63,6,"No"
10897,63,6,"No"
2920,63,6,"No"
2406,63,6,"No"
8375,63,6,"No"
5462,63,6,"No"
8727,63,6,"No"
6661,63,6,"No"
10542,63,6,"No"
10722,63,6,"No"
3056,63,6,"No"
1168,62,6,"No"
182,62,6,"No"
1165,62,6,"No"
833,62,6,"No"
4937,62,6,"No"
3565,62,6,"No"
6250,62,6,"No"
1127,62,6,"No"
6086,62,6,"No"
5386,62,6,"No"
1763,62,6,"No"
10749,62,6,"No"
2926,62,6,"No"
6001,62,6,"No"
6024,62,6,"No"
5790,62,6,"No"
2678,62,6,"No"
4697,62,6,"No"
236,62,6,"No"
5536,61,6,"No"
7118,61,6,"No"
368,61,6,"No"
8624,61,6,"No"
2836,61,6,"No"
3828,61,6,"No"
10710,61,6,"No"
4093,61,6,"No"
2802,61,6,"No"
3599,61,6,"No"
2061,61,6,"No"
9353,61,6,"No"
4120,61,6,"No"
4480,61,6,"No"
10660,61,6,"No"
5841,61,6,"No"
640,61,6,"No"
9579,61,6,"No"
3389,61,6,"No"
8477,61,6,"No"
3174,61,6,"No"
5935,60,6,"No"
10424,60,6,"No"
3202,60,6,"No"
10264,60,6,"No"
1103,60,6,"No"
234,60,6,"No"
2109,60,6,"No"
6912,60,6,"No"
5721,60,6,"No"
5300,60,6,"No"
1600,60,6,"No"
8537,60,6,"No"
7851,60,6,"No"
3434,60,6,"No"
11171,60,6,"No"
5967,60,6,"No"
9576,60,6,"No"
891,60,6,"No"
610,60,6,"No"
6292,60,6,"No"
8418,60,6,"No"
10701,60,6,"No"
164,59,6,"No"
8514,59,6,"No"
2392,59,6,"No"
8969,59,6,"No"
10236,59,6,"No"
1079,59,6,"No"
4518,59,6,"No"
1453,59,6,"No"
3830,59,6,"No"
7165,59,6,"No"
387,59,6,"No"
3673,59,6,"No"
1920,59,6,"No"
5186,59,6,"No"
1411,58,6,"No"
10446,58,6,"No"
4988,58,6,"No"
7192,58,6,"No"
5524,58,6,"No"
5181,58,6,"No"
5136,58,6,"No"
1050,58,6,"No"
5610,58,6,"No"
9081,58,6,"No"
9220,58,6,"No"
701,58,6,"No"
3526,58,6,"No"
6203,58,6,"No"
7734,58,6,"No"
9166,57,6,"No"
3537,57,6,"No"
13,57,6,"No"
8724,57,6,"No"
8557,57,6,"No"
2295,57,6,"No"
8932,57,6,"No"
1915,57,6,"No"
9799,57,6,"No"
7521,57,6,"No"
9365,57,6,"No"
9384,57,6,"No"
8726,57,6,"No"
5123,57,6,"No"
3283,57,6,"No"
4149,57,6,"No"
800,57,6,"No"
5147,57,6,"No"
4837,57,6,"No"
7055,57,6,"No"
241,57,6,"No"
9381,57,6,"No"
3560,57,6,"No"
448,57,6,"No"
2963,56,6,"No"
5012,56,6,"No"
4427,56,6,"No"
4119,56,6,"No"
1328,56,6,"No"
5177,56,6,"No"
4001,56,6,"No"
1630,56,6,"No"
4381,56,6,"No"
5529,56,6,"No"
8717,56,6,"No"
3445,56,6,"No"
3033,56,6,"No"
11110,56,6,"No"
4500,56,6,"No"
2075,56,6,"No"
737,56,6,"No"
7369,56,6,"No"
10319,56,6,"No"
7822,56,6,"No"
10156,56,6,"No"
4961,56,6,"No"
10634,56,6,"No"
332,56,6,"No"
9964,56,6,"No"
1139,56,6,"No"
3340,56,6,"No"
3428,56,6,"No"
2066,56,6,"No"
6866,56,6,"No"
7723,56,6,"No"
2683,56,6,"No"
8685,56,6,"No"
6918,56,6,"No"
5180,56,6,"No"
10420,56,6,"No"
10913,56,6,"No"
6260,55,6,"No"
10691,55,6,"No"
10738,55,6,"No"
8286,55,6,"No"
10448,55,6,"No"
1045,55,6,"No"
6336,55,6,"No"
9739,55,6,"No"
4012,55,6,"No"
531,55,6,"No"
2166,55,6,"No"
2315,55,6,"No"
1343,55,6,"No"
194,55,6,"No"
2781,55,6,"No"
10833,55,6,"No"
4749,55,6,"No"
6905,55,6,"No"
3623,55,6,"No"
1829,55,6,"No"
9589,54,6,"No"
202,54,6,"No"
2225,54,6,"No"
7108,54,6,"No"
4790,54,6,"No"
3749,54,6,"No"
3433,54,6,"No"
3308,54,6,"No"
10486,54,6,"No"
3900,54,6,"No"
1232,54,6,"No"
8985,54,6,"No"
8955,54,6,"No"
839,54,6,"No"
1131,54,6,"No"
5995,54,6,"No"
10033,54,6,"No"
6583,54,6,"No"
7842,54,6,"No"
5751,54,6,"No"
8584,54,6,"No"
8687,54,6,"No"
5081,54,6,"No"
1331,54,6,"No"
8008,54,6,"No"
2345,54,6,"No"
9958,54,6,"No"
3706,54,6,"No"
5154,54,6,"No"
1628,54,6,"No"
2798,54,6,"No"
7297,54,6,"No"
8800,53,6,"No"
4954,53,6,"No"
7788,53,6,"No"
3139,53,6,"No"
5048,53,6,"No"
4994,53,6,"No"
8720,53,6,"No"
3598,53,6,"No"
1907,53,6,"No"
945,53,6,"No"
8180,53,6,"No"
3276,53,6,"No"
6214,53,6,"No"
5827,53,6,"No"
9952,53,6,"No"
4188,53,6,"No"
2958,53,6,"No"
10478,53,6,"No"
6230,53,6,"No"
2968,53,6,"No"
2557,52,6,"No"
9733,52,6,"No"
7187,52,6,"No"
3850,52,6,"No"
2698,52,6,"No"
9960,52,6,"No"
2223,52,6,"No"
4764,52,6,"No"
8462,52,6,"No"
2980,52,6,"No"
1077,52,6,"No"
4107,52,6,"No"
5247,52,6,"No"
10972,52,6,"No"
7540,52,6,"No"
1399,52,6,"No"
5987,52,6,"No"
4769,52,6,"No"
10906,52,6,"No"
6119,52,6,"No"
6340,52,6,"No"
8786,52,6,"No"
6673,51,6,"No"
523,51,6,"No"
9467,51,6,"No"
5011,51,6,"No"
11039,51,6,"No"
1544,51,6,"No"
9592,51,6,"No"
6575,51,6,"No"
8957,51,6,"No"
78,51,6,"No"
6147,51,6,"No"
5290,51,6,"No"
3381,51,6,"No"
10556,51,6,"No"
6354,51,6,"No"
9308,51,6,"No"
1710,51,6,"No"
4550,51,6,"No"
544,51,6,"No"
8534,51,6,"No"
5989,51,6,"No"
8977,51,6,"No"
635,51,6,"No"
8140,51,6,"No"
5517,51,6,"No"
9736,51,6,"No"
2891,51,6,"No"
4128,51,6,"No"
7037,50,6,"No"
7300,50,6,"No"
10380,50,6,"No"
2245,50,6,"No"
5636,50,6,"No"
6374,50,6,"No"
8080,50,6,"No"
5552,50,6,"No"
6642,50,6,"No"
11096,50,6,"No"
4268,50,6,"No"
6200,50,6,"No"
4603,50,6,"No"
10882,50,6,"No"
8091,50,6,"No"
10708,50,6,"No"
10031,50,6,"No"
1176,50,6,"No"
8659,50,6,"No"
8692,50,6,"No"
8370,50,6,"No"
9904,50,6,"No"
10160,49,6,"No"
3007,49,6,"No"
810,49,6,"No"
679,49,6,"No"
10827,49,6,"No"
5868,49,6,"No"
8939,49,6,"No"
7019,49,6,"No"
9347,49,6,"No"
1321,49,6,"No"
9283,49,6,"No"
89,49,6,"No"
1406,49,6,"No"
4345,49,6,"No"
1640,49,6,"No"
7214,49,6,"No"
5294,49,6,"No"
9423,49,6,"No"
2591,49,6,"No"
10250,49,6,"No"
5513,49,6,"No"
8143,49,6,"No"
8876,49,6,"No"
5543,49,6,"No"
3479,49,6,"No"
3120,49,6,"No"
1272,49,6,"No"
2157,49,6,"No"
2686,49,6,"No"
1215,49,6,"No"
1000,48,6,"No"
6318,48,6,"No"
3099,48,6,"No"
2620,48,6,"No"
3852,48,6,"No"
309,48,6,"No"
3571,48,6,"No"
4184,48,6,"No"
286,48,6,"No"
4369,48,6,"No"
1160,48,6,"No"
7679,48,6,"No"
8395,48,6,"No"
7485,48,6,"No"
9729,48,6,"No"
8254,48,6,"No"
454,48,6,"No"
9214,48,6,"No"
851,48,6,"No"
7250,48,6,"No"
273,48,6,"No"
7530,48,6,"No"
10652,48,6,"No"
9665,48,6,"No"
5922,48,6,"No"
2478,48,6,"No"
7966,48,6,"No"
5396,48,6,"No"
2021,47,6,"No"
9671,47,6,"No"
6211,47,6,"No"
6616,47,6,"No"
843,47,6,"No"
8975,47,6,"No"
7007,47,6,"No"
524,47,6,"No"
880,47,6,"No"
7011,47,6,"No"
203,47,6,"No"
7059,47,6,"No"
5633,47,6,"No"
1225,47,6,"No"
10837,47,6,"No"
2937,47,6,"No"
3075,47,6,"No"
7428,47,6,"No"
6248,47,6,"No"
3665,46,6,"No"
8825,46,6,"No"
6173,46,6,"No"
10841,46,6,"No"
1184,46,6,"No"
4653,46,6,"No"
3969,46,6,"No"
6141,46,6,"No"
10092,46,6,"No"
821,46,6,"No"
5788,46,6,"No"
663,46,6,"No"
4669,46,6,"No"
6637,46,6,"No"
8299,46,6,"No"
2217,46,6,"No"
7875,46,6,"No"
2815,46,6,"No"
4102,46,6,"No"
9624,46,6,"No"
6295,46,6,"No"
10870,46,6,"No"
10888,46,6,"No"
7453,46,6,"No"
4580,46,6,"No"
10509,46,6,"No"
5077,46,6,"No"
2936,46,6,"No"
8945,46,6,"No"
7629,46,6,"No"
3933,46,6,"No"
1715,45,6,"No"
9235,45,6,"No"
1170,45,6,"No"
2181,45,6,"No"
10341,45,6,"No"
8812,45,6,"No"
7119,45,6,"No"
7397,45,6,"No"
3518,45,6,"No"
1245,45,6,"No"
10821,45,6,"No"
1204,45,6,"No"
2639,45,6,"No"
4690,45,6,"No"
6543,45,6,"No"
6201,45,6,"No"
2561,45,6,"No"
4947,44,6,"No"
