"customer_id","recency","frequency","monetary"
3130,95,6,44
3136,88,6,663
3138,84,6,1676
3139,53,6,2052
3152,84,6,89
3153,24,6,17
3158,1,6,39
3170,86,6,1042
3174,61,6,1957
3179,75,6,1572
3182,81,6,263
3194,86,6,1230
3197,38,6,670
3202,60,6,1250
3220,30,6,156
3225,71,6,265
3231,97,6,30
3233,89,6,1117
3254,65,6,960
3262,31,6,1655
3265,36,6,46
3266,96,6,125
3267,27,6,608
3270,96,6,128
3276,53,6,78
3277,9,6,365
3281,69,6,411
3283,57,6,909
3286,71,6,42
3298,92,6,1152
3308,54,6,94
3310,94,6,211
3312,12,6,89
3321,42,6,542
3332,87,6,165
3334,35,6,2211
3336,96,6,948
3340,56,6,436
3363,99,6,34
3376,9,6,235
3381,51,6,90
3386,71,6,137
3388,16,6,294
3389,61,6,1533
3403,11,6,2092
3406,97,6,322
3409,68,6,339
3412,67,6,957
3421,64,6,908
3422,67,6,1376
3426,89,6,1596
3427,11,6,734
3428,56,6,1598
3433,54,6,981
3434,60,6,1336
3436,24,6,20
3439,64,6,296
3445,56,6,957
3463,41,6,904
3469,94,6,103
3478,17,6,736
3479,49,6,50
3483,76,6,1526
3491,32,6,1260
3498,6,6,877
3503,78,6,974
3507,44,6,1575
3515,94,6,160
3517,32,6,161
3518,45,6,50
3520,94,6,1092
3523,83,6,1073
3524,9,6,167
3525,19,6,17
3526,58,6,38
3535,68,6,967
3536,65,6,55
3537,57,6,79
3547,12,6,64
3551,28,6,198
3559,77,6,57
3560,57,6,1574
3565,62,6,72
3570,64,6,244
3571,48,6,1101
3578,29,6,236
3584,35,6,1396
3594,74,6,747
3595,29,6,1138
3598,53,6,606
3599,61,6,1464
3602,42,6,195
3619,19,6,1152
3623,55,6,45
3628,93,6,80
3629,17,6,145
3635,69,6,578
3641,93,6,36
3643,65,6,928
3645,19,6,70
3657,1,6,165
3661,42,6,1435
3665,46,6,54
3667,20,6,1757
3673,59,6,779
3678,13,6,656
3690,20,6,2091
3696,67,6,52
3697,20,6,134
3698,13,6,2130
3706,54,6,94
3710,41,6,81
3711,19,6,1902
3712,63,6,259
3717,70,6,704
3722,83,6,48
3725,1,6,1688
3726,66,6,17
3732,72,6,860
3745,92,6,103
3749,54,6,1580
3759,34,6,1155
3762,30,6,925
3766,15,6,835
3767,1,6,1008
3769,17,6,42
3783,43,6,116
3790,31,6,15
3798,80,6,81
3799,4,6,868
3807,83,6,766
3828,61,6,1327
3829,94,6,29
3830,59,6,459
3834,35,6,861
3839,76,6,88
3846,98,6,270
3850,52,6,43
3852,48,6,964
3855,74,6,162
3856,78,6,1005
3859,36,6,1095
3865,14,6,73
3867,36,6,1095
3870,28,6,1006
3878,3,6,48
3885,10,6,63
3887,2,6,106
3896,3,6,37
3900,54,6,769
3910,78,6,1862
3916,92,6,890
3919,64,6,1931
3921,96,6,205
3924,34,6,916
3933,46,6,662
3934,34,6,608
3945,80,6,930
3955,20,6,6
3967,19,6,943
3968,77,6,1199
3969,46,6,133
3972,70,6,401
3979,98,6,1779
4001,56,6,444
4002,3,6,1123
4012,55,6,1226
4023,29,6,115
4037,77,6,20
4042,87,6,180
4047,0,6,544
4050,65,6,127
4055,41,6,64
4058,76,6,811
4065,0,6,404
4066,76,6,46
4070,99,6,1078
4073,0,6,1215
4084,41,6,873
4086,77,6,60
4088,22,6,155
4093,61,6,436
4094,92,6,289
4095,80,6,467
4096,24,6,187
4098,3,6,44
4099,14,6,62
4102,46,6,23
4107,52,6,425
4114,2,6,1693
4119,56,6,318
4120,61,6,369
4122,73,6,895
4127,97,6,1529
4128,51,6,725
4136,63,6,119
4137,29,6,1076
4138,68,6,899
4141,26,6,776
4148,90,6,348
4149,57,6,1348
4168,30,6,433
4174,81,6,130
4179,94,6,55
4184,48,6,265
4186,11,6,76
4188,53,6,354
4198,6,6,25
4200,85,6,275
4201,39,6,468
4207,27,6,1298
4211,5,6,57
4216,33,6,1474
4220,26,6,87
4227,78,6,55
4240,79,6,58
4246,2,6,373
4248,23,6,2008
4252,73,6,301
4259,80,6,10
4261,23,6,1315
4268,50,6,158
4271,80,6,341
4278,73,6,1923
4279,87,6,54
4286,24,6,679
4290,8,6,24
4297,71,6,40
4298,63,6,10
4299,28,6,1825
4301,10,6,59
4303,76,6,137
4310,25,6,1428
4320,6,6,943
4322,20,6,1291
4324,42,6,684
4328,81,6,55
4329,43,6,16
4331,41,6,1371
4333,76,6,54
4338,28,6,44
4339,37,6,913
4345,49,6,21
4351,90,6,55
4356,70,6,1574
4368,72,6,134
4369,48,6,1169
4370,83,6,88
4376,27,6,93
4377,32,6,575
4381,56,6,235
4385,82,6,47
4390,14,6,841
4391,64,6,908
4394,43,6,1501
4399,3,6,1091
4405,2,6,789
4406,29,6,1471
4415,19,6,38
4418,36,6,1644
4426,35,6,527
4427,56,6,1365
4432,82,6,51
4436,27,6,137
4437,65,6,260
4440,93,6,546
4442,70,6,177
4444,28,6,61
4452,3,6,372
4459,13,6,37
4470,3,6,140
4472,34,6,57
4475,82,6,2440
4477,4,6,653
4478,87,6,653
4480,61,6,401
4483,67,6,1228
4487,67,6,95
4491,3,6,1178
4500,56,6,1598
4501,94,6,1478
4507,87,6,1250
4508,92,6,833
4518,59,6,1169
4530,36,6,1930
4541,84,6,257
4543,32,6,1919
4547,86,6,25
4548,66,6,54
4550,51,6,71
4552,37,6,393
4554,89,6,448
4557,11,6,67
4580,46,6,2486
4587,90,6,266
4597,67,6,2018
4599,66,6,458
4603,50,6,656
4607,24,6,777
4608,18,6,778
4609,14,6,486
4611,36,6,1724
4619,9,6,277
4637,73,6,1650
4640,65,6,1079
4643,40,6,176
4646,44,6,978
4653,46,6,189
4654,40,6,1253
4656,28,6,710
4669,46,6,102
4673,17,6,1241
4676,86,6,1695
4679,42,6,1092
4682,88,6,310
4686,28,6,1686
4687,92,6,1633
4690,45,6,586
4692,19,6,71
4697,62,6,390
4698,32,6,410
4702,20,6,1895
4706,65,6,40
4712,18,6,82
4713,15,6,125
4725,71,6,67
4741,17,6,562
4743,72,6,971
4749,55,6,586
4754,91,6,122
4756,42,6,1168
4764,52,6,169
4767,41,6,1363
4769,52,6,493
4785,3,6,714
4786,94,6,1109
4789,95,6,1677
4790,54,6,868
4791,35,6,41
4796,71,6,39
4808,12,6,17
4817,91,6,18
4827,3,6,455
4828,12,6,792
4832,84,6,101
4837,57,6,1305
4838,40,6,15
4843,92,6,833
4855,19,6,46
4856,38,6,1853
4860,66,6,25
4864,68,6,175
4865,2,6,400
4867,2,6,88
4877,2,6,41
4887,65,6,63
4910,81,6,2074
4915,86,6,732
4927,76,6,68
4931,13,6,1730
4937,62,6,44
4939,20,6,317
4943,73,6,1727
4944,24,6,777
4945,29,6,1210
4947,44,6,2059
4954,53,6,265
4961,56,6,61
4964,90,6,1158
4967,19,6,268
4971,22,6,155
4973,39,6,25
4974,98,6,1392
4988,58,6,62
4990,90,6,869
4992,12,6,69
4994,53,6,1735
4998,85,6,1033
5010,72,6,34
5011,51,6,928
5012,56,6,34
5015,94,6,162
5025,32,6,135
5029,14,6,14
5031,14,6,1833
5036,38,6,406
5043,89,6,434
5046,97,6,1638
5048,53,6,131
5049,19,6,46
5057,74,6,611
5062,71,6,39
5063,76,6,191
5067,11,6,1378
5068,75,6,26
5074,10,6,47
5077,46,6,969
5079,82,6,97
5080,12,6,1258
5081,54,6,47
5084,87,6,1064
5092,39,6,467
5093,15,6,101
5107,37,6,49
5113,67,6,1702
5114,1,6,965
5117,32,6,576
5120,78,6,1289
5121,30,6,761
5123,57,6,143
5125,64,6,1348
5136,58,6,798
5138,68,6,43
5140,66,6,1445
5147,57,6,1424
5150,64,6,47
5153,97,6,1529
5154,54,6,54
5156,13,6,889
5172,4,6,1053
5176,88,6,53
5177,56,6,396
5180,56,6,149
5181,58,6,24
5184,65,6,23
5185,83,6,892
5186,59,6,731
5204,21,6,1461
5207,41,6,793
5209,21,6,638
5221,93,6,879
5223,80,6,66
5229,81,6,42
5231,15,6,51
5232,23,6,227
5234,85,6,81
5236,30,6,2194
5237,79,6,63
5247,52,6,45
5250,75,6,1564
5252,80,6,67
5253,85,6,227
5255,19,6,637
5263,99,6,55
5267,43,6,44
5268,95,6,56
5272,64,6,562
5278,83,6,902
5283,72,6,144
5286,68,6,217
5287,77,6,79
5289,30,6,72
5290,51,6,279
5294,49,6,57
5299,43,6,1586
5300,60,6,70
5302,13,6,1428
5303,42,6,1113
5304,35,6,33
5313,20,6,44
5314,69,6,444
5316,89,6,84
5320,20,6,171
5324,94,6,422
5329,24,6,11
5331,8,6,1869
5332,2,6,1066
5336,37,6,59
5341,2,6,1588
5342,31,6,29
5346,87,6,79
5350,29,6,2525
5370,38,6,413
5371,0,6,91
5376,42,6,1730
5386,62,6,2302
5389,93,6,347
5393,64,6,42
5394,42,6,38
5396,48,6,1366
5407,70,6,1085
5423,35,6,16
5424,30,6,156
5429,10,6,183
5430,0,6,684
5441,97,6,388
5453,26,6,2352
5454,80,6,50
5455,89,6,122
5462,63,6,1174
5474,79,6,223
5491,70,6,319
5493,21,6,23
5510,2,6,441
5512,19,6,518
5513,49,6,40
5517,51,6,37
5519,8,6,797
5524,58,6,1617
5527,25,6,58
5529,56,6,444
5534,30,6,224
5536,61,6,1957
5538,78,6,1862
5543,49,6,802
5544,32,6,1490
5545,72,6,988
5547,9,6,1919
5552,50,6,293
5555,81,6,6
5558,90,6,1685
5562,92,6,735
5564,26,6,1338
5577,77,6,23
5585,1,6,48
5589,95,6,793
5596,44,6,728
5602,98,6,1282
5610,58,6,36
5621,8,6,316
5623,95,6,51
5626,13,6,463
5628,25,6,1665
5631,92,6,692
5633,47,6,231
5636,50,6,167
5642,0,6,222
5644,96,6,363
5654,34,6,61
5667,90,6,1701
5675,98,6,493
5680,66,6,30
5682,8,6,1099
5684,25,6,68
5687,98,6,1633
5692,82,6,32
5710,31,6,120
5718,17,6,1415
5721,60,6,1566
5723,63,6,116
5726,15,6,60
5731,64,6,37
5734,83,6,91
5735,29,6,2525
5740,1,6,56
5748,96,6,475
5751,54,6,38
5756,64,6,55
5758,23,6,1189
5763,63,6,380
5782,15,6,763
5788,46,6,209
5790,62,6,72
5794,1,6,446
5796,70,6,1125
5798,87,6,985
5802,40,6,75
5823,63,6,39
5824,1,6,8
5827,53,6,62
5830,96,6,2114
5831,93,6,1815
5832,32,6,1263
5835,39,6,65
5837,67,6,494
5841,61,6,832
5846,68,6,13
5847,95,6,882
5848,43,6,2009
5863,95,6,655
5866,39,6,219
5868,49,6,46
5871,98,6,467
5872,23,6,639
5883,78,6,664
5885,94,6,211
5892,11,6,221
5896,94,6,397
5899,68,6,49
5907,24,6,18
5909,25,6,1171
5922,48,6,218
5929,14,6,48
5935,60,6,764
5939,84,6,122
5948,96,6,237
5954,92,6,192
5955,27,6,1932
5956,74,6,284
5959,80,6,199
5961,29,6,57
5966,64,6,215
5967,60,6,70
5975,82,6,57
5985,0,6,122
5987,52,6,43
5989,51,6,1576
5991,24,6,266
5995,54,6,384
6001,62,6,937
6019,9,6,72
6024,62,6,2302
6036,78,6,1924
6049,85,6,1804
6050,33,6,1513
6055,94,6,1305
6059,81,6,1314
6071,77,6,1157
6072,16,6,2087
6086,62,6,1380
6097,64,6,561
6103,40,6,100
6116,13,6,75
6119,52,6,17
6131,87,6,431
6141,46,6,385
6142,65,6,900
6147,51,6,28
6168,28,6,53
6173,46,6,969
6177,32,6,169
6181,36,6,939
6182,26,6,53
6183,3,6,140
6184,6,6,1670
6197,39,6,57
6200,50,6,901
6201,45,6,49
6202,78,6,1005
6203,58,6,1734
6205,13,6,80
6211,47,6,39
6214,53,6,79
6215,24,6,31
6218,74,6,499
6222,28,6,37
6230,53,6,189
6233,21,6,971
6237,92,6,416
6245,71,6,507
6246,40,6,1507
6248,47,6,2217
6250,62,6,775
6255,29,6,334
6257,81,6,507
6260,55,6,1957
6261,81,6,470
6262,93,6,1573
6263,34,6,106
6271,13,6,63
6274,81,6,1615
6281,27,6,982
6283,64,6,908
6287,2,6,36
6289,85,6,185
6292,60,6,1822
6295,46,6,981
6299,28,6,813
6303,72,6,1497
6310,4,6,78
6312,29,6,863
6318,48,6,1366
6320,42,6,1508
6327,87,6,1146
6336,55,6,48
6340,52,6,26
6343,6,6,1518
6347,26,6,36
6349,71,6,1319
6354,51,6,47
6355,19,6,45
6357,29,6,491
6365,5,6,80
6374,50,6,297
6376,83,6,545
6379,3,6,121
6382,97,6,54
6383,78,6,46
6384,30,6,1453
6387,39,6,77
6398,2,6,50
6404,10,6,282
6406,13,6,1427
6409,18,6,1179
6417,85,6,1564
6421,32,6,2116
6422,20,6,1270
6424,9,6,49
6428,37,6,1130
6431,13,6,68
6437,80,6,76
6439,37,6,1102
6445,73,6,858
6457,77,6,902
6460,78,6,57
6461,74,6,946
6466,22,6,121
6471,17,6,59
6488,86,6,99
6497,32,6,433
6504,24,6,78
6507,16,6,56
6515,92,6,50
6516,37,6,18
6518,8,6,606
6521,18,6,1101
6528,75,6,10
6534,94,6,67
6543,45,6,1612
6544,63,6,976
6565,91,6,1782
6566,39,6,1319
6568,97,6,79
6575,51,6,612
6583,54,6,981
6605,85,6,682
6606,11,6,1161
6609,64,6,107
6613,39,6,727
6616,47,6,461
6619,91,6,44
6634,78,6,54
6637,46,6,1117
6642,50,6,102
6646,23,6,22
6652,28,6,1134
6653,72,6,418
6658,37,6,1194
6661,63,6,1174
6663,96,6,157
6673,51,6,129
6678,5,6,72
6679,29,6,16
6682,41,6,37
6690,30,6,90
6694,27,6,1068
6710,84,6,103
6715,3,6,685
6720,11,6,492
6721,21,6,1213
6722,98,6,767
6728,38,6,48
6729,95,6,1538
6730,92,6,54
6742,82,6,11
6749,78,6,1722
6768,75,6,36
6770,5,6,68
6798,30,6,433
6810,76,6,1187
6815,4,6,809
6818,26,6,369
6825,86,6,16
6853,12,6,1438
6856,75,6,65
6859,30,6,99
6862,65,6,8
6864,34,6,30
6866,56,6,34
6870,73,6,283
6872,43,6,405
6875,38,6,529
6878,14,6,324
6885,36,6,55
6887,33,6,564
6892,23,6,732
6905,55,6,1004
6906,73,6,1024
6912,60,6,772
6918,56,6,34
6919,39,6,63
6927,70,6,264
6931,19,6,1062
6932,77,6,2119
6935,44,6,978
6940,86,6,223
6941,92,6,95
6945,72,6,1375
6950,25,6,54
6958,42,6,26
6961,26,6,11
6963,85,6,1157
6969,75,6,233
6974,89,6,1497
6977,87,6,1921
6982,14,6,1581
6983,24,6,45
6988,93,6,1443
6991,88,6,637
6999,80,6,834
7000,18,6,817
7002,13,6,398
7004,82,6,84
7005,71,6,813
7007,47,6,63
7010,41,6,1363
7011,47,6,93
7019,49,6,211
7022,2,6,1410
7023,87,6,263
7030,1,6,1485
7034,34,6,55
7037,50,6,401
7042,14,6,66
7053,75,6,1453
7055,57,6,1021
7059,47,6,1495
7072,69,6,1335
7079,38,6,1245
7093,74,6,22
7094,87,6,1064
7101,24,6,1198
7106,73,6,1242
7108,54,6,353
7118,61,6,1528
7119,45,6,825
7124,72,6,94
7128,91,6,15
7129,72,6,929
7141,15,6,213
7143,14,6,820
7152,64,6,37
7165,59,6,823
7181,97,6,52
7186,43,6,35
7187,52,6,721
7192,58,6,545
7196,20,6,13
7212,99,6,65
7214,49,6,1283
7215,69,6,1135
7224,24,6,31
7230,98,6,493
7232,99,6,67
7233,4,6,1782
7235,37,6,38
7244,96,6,124
7247,72,6,606
7250,48,6,612
7254,74,6,137
7261,8,6,318
7264,2,6,17
7270,91,6,1241
7274,87,6,2153
7275,34,6,131
7279,3,6,1044
7281,80,6,186
7284,8,6,20
7286,92,6,55
7290,68,6,968
7297,54,6,57
7300,50,6,535
7301,76,6,79
7313,63,6,1565
7321,85,6,1033
7325,86,6,40
7326,83,6,63
7327,71,6,47
7342,6,6,1072
7348,0,6,1192
7349,7,6,103
7352,28,6,405
7366,12,6,1438
7369,56,6,62
7373,8,6,302
7375,84,6,576
7378,34,6,573
7381,10,6,1442
7384,18,6,485
7386,83,6,43
7393,15,6,92
7396,92,6,1597
7397,45,6,688
7408,8,6,233
7409,66,6,267
7411,31,6,17
7414,18,6,186
7419,90,6,35
7422,90,6,369
7426,76,6,198
7428,47,6,1367
7431,40,6,1820
7433,87,6,165
7437,31,6,29
7441,80,6,1615
7444,20,6,30
7446,16,6,716
7451,23,6,2008
7453,46,6,488
7458,26,6,97
7462,67,6,570
7476,93,6,1269
7485,48,6,138
7488,30,6,825
7494,11,6,269
7495,72,6,156
