"customer_id","total_spend","dense_rank"
1225,"1495","194"
7059,"1495","194"
8492,"1493","195"
5544,"1490","196"
7030,"1485","197"
10590,"1483","198"
2150,"1482","199"
1685,"1482","199"
10394,"1479","200"
10102,"1478","201"
4501,"1478","201"
9145,"1478","201"
1907,"1477","202"
11112,"1477","202"
4216,"1474","203"
10430,"1472","204"
4406,"1471","205"
3599,"1464","206"
5204,"1461","207"
8732,"1461","207"
8310,"1459","208"
10129,"1456","209"
2254,"1455","210"
6384,"1453","211"
7053,"1453","211"
10150,"1449","212"
5140,"1445","213"
6988,"1443","214"
175,"1443","214"
9463,"1443","214"
7381,"1442","215"
7723,"1440","216"
2963,"1440","216"
7366,"1438","217"
6853,"1438","217"
3661,"1435","218"
1361,"1435","218"
8537,"1429","219"
5302,"1428","220"
4310,"1428","220"
6406,"1427","221"
5147,"1424","222"
11074,"1423","223"
10673,"1416","224"
5718,"1415","225"
7022,"1410","226"
1168,"1401","227"
8707,"1401","227"
1945,"1400","228"
3584,"1396","229"
8601,"1395","230"
4974,"1392","231"
9265,"1390","232"
2021,"1388","233"
8690,"1385","234"
528,"1383","235"
9400,"1383","235"
7960,"1382","236"
9292,"1382","236"
10240,"1381","237"
6086,"1380","238"
1137,"1379","239"
5067,"1378","240"
1729,"1377","241"
10814,"1376","242"
3422,"1376","242"
6945,"1375","243"
2926,"1374","244"
4331,"1371","245"
2561,"1371","245"
1245,"1371","245"
7959,"1370","246"
7428,"1367","247"
5396,"1366","248"
8504,"1366","248"
1020,"1366","248"
6318,"1366","248"
4427,"1365","249"
1911,"1364","250"
7010,"1363","251"
4767,"1363","251"
4149,"1348","252"
5125,"1348","252"
10767,"1346","253"
10343,"1345","254"
10870,"1341","255"
10177,"1338","256"
9645,"1338","256"
5564,"1338","256"
2429,"1338","256"
3434,"1336","257"
1867,"1336","257"
7072,"1335","258"
9790,"1334","259"
2565,"1334","259"
10057,"1331","260"
3828,"1327","261"
146,"1323","262"
10163,"1323","262"
6566,"1319","263"
6349,"1319","263"
8204,"1319","263"
10314,"1318","264"
9305,"1315","265"
2114,"1315","265"
4261,"1315","265"
6059,"1314","266"
1745,"1313","267"
8015,"1313","267"
9750,"1307","268"
2131,"1307","268"
4837,"1305","269"
6055,"1305","269"
4207,"1298","270"
10424,"1295","271"
10095,"1293","272"
4322,"1291","273"
10648,"1289","274"
5120,"1289","274"
2416,"1288","275"
10319,"1286","276"
7214,"1283","277"
5602,"1282","278"
1631,"1282","278"
2930,"1281","279"
2181,"1280","280"
9365,"1277","281"
9369,"1274","282"
10868,"1272","283"
6422,"1270","284"
7476,"1269","285"
2909,"1264","286"
5832,"1263","287"
3491,"1260","288"
5080,"1258","289"
4654,"1253","290"
1402,"1253","290"
1513,"1250","291"
4507,"1250","291"
3202,"1250","291"
7079,"1245","292"
2345,"1244","293"
1232,"1244","293"
7106,"1242","294"
4673,"1241","295"
7270,"1241","295"
2798,"1240","296"
10156,"1237","297"
202,"1234","298"
9589,"1234","298"
1829,"1232","299"
2730,"1231","300"
2574,"1230","301"
3194,"1230","301"
9516,"1229","302"
4483,"1228","303"
1446,"1226","304"
4012,"1226","304"
1351,"1220","305"
2886,"1217","306"
7734,"1216","307"
4073,"1215","308"
257,"1215","308"
6721,"1213","309"
9274,"1213","309"
10701,"1211","310"
8985,"1211","310"
4945,"1210","311"
2079,"1208","312"
3968,"1199","313"
7101,"1198","314"
486,"1198","314"
0,"1198","314"
10981,"1198","314"
9760,"1198","314"
158,"1196","315"
8755,"1196","315"
6658,"1194","316"
988,"1193","317"
2931,"1192","318"
7348,"1192","318"
7966,"1191","319"
1826,"1190","320"
5758,"1189","321"
8746,"1188","322"
11056,"1188","322"
6810,"1187","323"
10159,"1185","324"
10872,"1182","325"
9707,"1182","325"
1456,"1180","326"
2849,"1180","326"
6409,"1179","327"
2831,"1179","327"
701,"1179","327"
873,"1178","328"
4491,"1178","328"
7861,"1175","329"
6661,"1174","330"
10897,"1174","330"
5462,"1174","330"
9799,"1173","331"
10676,"1173","331"
5909,"1171","332"
4369,"1169","333"
10652,"1169","333"
4518,"1169","333"
4756,"1168","334"
2004,"1168","334"
9930,"1167","335"
8584,"1165","336"
6606,"1161","337"
10675,"1161","337"
8370,"1159","338"
4964,"1158","339"
6963,"1157","340"
6071,"1157","340"
295,"1157","340"
375,"1156","341"
10530,"1156","341"
3759,"1155","342"
3298,"1152","343"
3619,"1152","343"
7972,"1151","344"
3056,"1150","345"
8727,"1150","345"
1440,"1149","346"
2631,"1149","346"
9495,"1149","346"
2008,"1149","346"
10992,"1148","347"
1092,"1147","348"
6327,"1146","349"
269,"1143","350"
2674,"1143","350"
8969,"1141","351"
9224,"1139","352"
3595,"1138","353"
7215,"1135","354"
454,"1135","354"
6652,"1134","355"
9349,"1131","356"
6428,"1130","357"
8920,"1128","358"
2669,"1127","359"
10037,"1127","359"
5796,"1125","360"
4002,"1123","361"
9206,"1121","362"
8957,"1120","363"
9370,"1120","363"
6637,"1117","364"
3233,"1117","364"
25,"1115","365"
5303,"1113","366"
10089,"1112","367"
4786,"1109","368"
8091,"1106","369"
9952,"1105","370"
1524,"1104","371"
819,"1103","372"
709,"1103","372"
2125,"1102","373"
6439,"1102","373"
3571,"1101","374"
309,"1101","374"
6521,"1101","374"
5682,"1099","375"
2410,"1097","376"
8908,"1097","376"
3867,"1095","377"
3859,"1095","377"
10383,"1093","378"
4679,"1092","379"
3520,"1092","379"
8041,"1092","379"
4399,"1091","380"
9888,"1091","380"
10413,"1089","381"
10061,"1088","382"
1079,"1086","383"
5407,"1085","384"
2995,"1084","385"
238,"1082","386"
8852,"1080","387"
4640,"1079","388"
4070,"1078","389"
4137,"1076","390"
2797,"1073","391"
3523,"1073","391"
7342,"1072","392"
796,"1071","393"
6694,"1068","394"
10091,"1067","395"
5332,"1066","396"
9120,"1065","397"
2324,"1065","397"
7094,"1064","398"
5084,"1064","398"
2072,"1064","398"
1031,"1062","399"
6931,"1062","399"
1453,"1060","400"
11084,"1053","401"
5172,"1053","401"
2863,"1052","402"
7849,"1052","402"
9817,"1049","403"
8602,"1049","403"
7706,"1048","404"
9153,"1048","404"
2075,"1047","405"
10770,"1045","406"
7279,"1044","407"
9904,"1043","408"
3170,"1042","409"
9999,"1040","410"
1570,"1039","411"
8659,"1038","412"
9559,"1034","413"
2793,"1034","413"
1071,"1034","413"
10562,"1033","414"
7881,"1033","414"
7321,"1033","414"
4998,"1033","414"
9185,"1029","415"
9204,"1029","415"
17,"1028","416"
437,"1027","417"
2350,"1027","417"
640,"1026","418"
6906,"1024","419"
1008,"1021","420"
7055,"1021","420"
9855,"1020","421"
1077,"1020","421"
1081,"1019","422"
9723,"1016","423"
9907,"1013","424"
8925,"1012","425"
9940,"1009","426"
3767,"1008","427"
9504,"1008","427"
3870,"1006","428"
6202,"1005","429"
3856,"1005","429"
1277,"1004","430"
6905,"1004","430"
10925,"1003","431"
10505,"1001","432"
1052,"1001","432"
2807,"1001","432"
9256,"1001","432"
1740,"999","433"
2882,"995","434"
9353,"995","434"
123,"993","435"
8534,"992","436"
2928,"990","437"
10486,"990","437"
2920,"990","437"
7631,"989","438"
5545,"988","439"
5798,"985","440"
1371,"984","441"
6281,"982","442"
6295,"981","443"
291,"981","443"
6583,"981","443"
3433,"981","443"
6935,"978","444"
4646,"978","444"
544,"976","445"
9167,"976","445"
6544,"976","445"
9308,"976","445"
716,"976","445"
3503,"974","446"
178,"973","447"
10833,"973","447"
1993,"972","448"
4743,"971","449"
6233,"971","449"
5077,"969","450"
6173,"969","450"
7290,"968","451"
8895,"968","451"
3535,"967","452"
7922,"966","453"
5114,"965","454"
1000,"964","455"
3852,"964","455"
9624,"963","456"
2802,"961","457"
10548,"960","458"
3254,"960","458"
1628,"960","458"
143,"957","459"
3412,"957","459"
3445,"957","459"
2415,"953","460"
3336,"948","461"
6461,"946","462"
10151,"946","462"
10584,"945","463"
4320,"943","464"
3967,"943","464"
1411,"940","465"
6181,"939","466"
10972,"939","466"
11013,"938","467"
6001,"937","468"
1212,"936","469"
2591,"932","470"
10983,"930","471"
3945,"930","471"
7129,"929","472"
8624,"928","473"
5011,"928","473"
2891,"928","473"
3643,"928","473"
1459,"928","473"
7851,"926","474"
10286,"926","474"
3762,"925","475"
10678,"917","476"
3924,"916","477"
10882,"915","478"
8093,"914","479"
4339,"913","480"
2683,"910","481"
3283,"909","482"
4391,"908","483"
6283,"908","483"
3421,"908","483"
2666,"907","484"
9284,"907","484"
10128,"907","484"
564,"906","485"
2875,"906","485"
3463,"904","486"
1272,"903","487"
8439,"902","488"
8800,"902","488"
6457,"902","488"
2968,"902","488"
5278,"902","488"
6200,"901","489"
9426,"900","490"
6142,"900","490"
4138,"899","491"
2426,"895","492"
4122,"895","492"
10711,"894","493"
1992,"893","494"
5185,"892","495"
3916,"890","496"
10681,"889","497"
5156,"889","497"
1012,"884","498"
10299,"882","499"
9166,"882","499"
10099,"882","499"
5847,"882","499"
5221,"879","500"
9949,"877","501"
3498,"877","501"
9323,"874","502"
1146,"874","502"
4084,"873","503"
2937,"871","504"
4990,"869","505"
2276,"868","506"
3799,"868","506"
4790,"868","506"
6312,"863","507"
3834,"861","508"
961,"860","509"
3732,"860","509"
9988,"860","509"
8148,"859","510"
8952,"859","510"
6445,"858","511"
1490,"854","512"
10991,"850","513"
2736,"849","514"
1184,"845","515"
2535,"844","516"
8235,"843","517"
4390,"841","518"
1951,"839","519"
11101,"836","520"
3766,"835","521"
2579,"835","521"
6999,"834","522"
4508,"833","523"
4843,"833","523"
5841,"832","524"
7119,"825","525"
7488,"825","525"
2295,"825","525"
762,"823","526"
3091,"823","526"
7165,"823","526"
7143,"820","527"
10858,"820","527"
2453,"819","528"
7787,"819","528"
7828,"818","529"
7000,"817","530"
2495,"816","531"
2570,"815","532"
7005,"813","533"
6299,"813","533"
760,"811","534"
4058,"811","534"
6815,"809","535"
843,"805","536"
7646,"805","536"
5543,"802","537"
1743,"801","538"
7793,"800","539"
5136,"798","540"
10507,"797","541"
618,"797","541"
5519,"797","541"
448,"795","542"
10524,"795","542"
9780,"795","542"
378,"794","543"
8402,"794","543"
5207,"793","544"
5589,"793","544"
9710,"792","545"
4828,"792","545"
4405,"789","546"
1627,"789","546"
7683,"787","547"
3673,"779","548"
4608,"778","549"
535,"778","549"
4944,"777","550"
4607,"777","550"
4141,"776","551"
6250,"775","552"
6912,"772","553"
2304,"770","554"
9958,"769","555"
3900,"769","555"
6722,"767","556"
3807,"766","557"
5935,"764","558"
5782,"763","559"
5121,"761","560"
10582,"758","561"
9500,"758","561"
850,"757","562"
10245,"756","563"
8581,"751","564"
1518,"749","565"
9286,"747","566"
832,"747","566"
3594,"747","566"
10742,"746","567"
466,"746","567"
7732,"745","568"
3478,"736","569"
5562,"735","570"
9977,"734","571"
3427,"734","571"
9699,"733","572"
2408,"733","572"
4915,"732","573"
6892,"732","573"
2829,"731","574"
5186,"731","574"
999,"730","575"
8939,"730","575"
10446,"729","576"
5596,"728","577"
7801,"728","577"
425,"727","578"
6613,"727","578"
9687,"726","579"
4128,"725","580"
1295,"725","580"
9597,"725","580"
9984,"724","581"
7187,"721","582"
7446,"716","583"
2712,"715","584"
4785,"714","585"
7718,"711","586"
4656,"710","587"
550,"708","588"
3717,"704","589"
10968,"704","589"
8911,"702","590"
2134,"694","591"
1378,"694","591"
10704,"693","592"
5631,"692","593"
1618,"692","593"
966,"691","594"
1927,"690","595"
10142,"689","596"
7397,"688","597"
1118,"685","598"
6715,"685","598"
4324,"684","599"
8432,"684","599"
5430,"684","599"
1328,"683","600"
6605,"682","601"
1802,"680","602"
8560,"680","602"
4286,"679","603"
591,"677","604"
3197,"670","605"
5883,"664","606"
9596,"664","606"
3136,"663","607"
7822,"662","608"
3933,"662","608"
11051,"661","609"
8132,"661","609"
1958,"660","610"
9805,"660","610"
849,"660","610"
4603,"656","611"
3678,"656","611"
5863,"655","612"
8897,"654","613"
4478,"653","614"
4477,"653","614"
10643,"653","614"
1162,"653","614"
851,"642","615"
7725,"641","616"
810,"641","616"
5872,"639","617"
5209,"638","618"
6991,"637","619"
9483,"637","619"
5255,"637","619"
10888,"636","620"
9336,"636","620"
2320,"635","621"
7712,"634","622"
10478,"633","623"
433,"632","624"
2607,"630","625"
10846,"629","626"
2118,"622","627"
9729,"615","628"
10196,"614","629"
6575,"612","630"
3076,"612","630"
7250,"612","630"
5057,"611","631"
635,"610","632"
3267,"608","633"
2493,"608","633"
3934,"608","633"
3598,"606","634"
6518,"606","634"
9381,"606","634"
7247,"606","634"
9384,"606","634"
9449,"605","635"
8996,"603","636"
10281,"602","637"
252,"601","638"
10928,"599","639"
55,"597","640"
1044,"596","641"
773,"595","642"
895,"594","643"
965,"590","644"
9094,"587","645"
9847,"587","645"
1343,"586","646"
4690,"586","646"
4749,"586","646"
521,"581","647"
3635,"578","648"
1,"577","649"
367,"577","649"
9937,"576","650"
5117,"576","650"
10144,"576","650"
7375,"576","650"
4377,"575","651"
10379,"574","652"
310,"573","653"
7378,"573","653"
7462,"570","654"
9362,"568","655"
7500,"564","656"
6887,"564","656"
8825,"564","656"
2499,"563","657"
4741,"562","658"
5272,"562","658"
2162,"561","659"
6097,"561","659"
1491,"559","660"
7872,"557","661"
8233,"556","662"
9215,"551","663"
10722,"546","664"
4440,"546","664"
6376,"545","665"
7192,"545","665"
4047,"544","666"
9477,"544","666"
3321,"542","667"
8858,"542","667"
9697,"542","667"
2877,"541","668"
7300,"535","669"
2525,"534","670"
8970,"530","671"
232,"530","671"
6875,"529","672"
10473,"528","673"
4426,"527","674"
9240,"526","675"
10307,"525","676"
1509,"523","677"
607,"521","678"
702,"521","678"
2406,"519","679"
5512,"518","680"
8375,"518","680"
967,"515","681"
8614,"507","682"
8780,"507","682"
6257,"507","682"
6245,"507","682"
10581,"506","683"
10766,"506","683"
9971,"506","683"
359,"504","684"
2870,"502","685"
2632,"500","686"
6218,"499","687"
8870,"497","688"
10340,"497","688"
340,"497","688"
1165,"496","689"
339,"496","689"
11176,"495","690"
5837,"494","691"
5675,"493","692"
7230,"493","692"
4769,"493","692"
6720,"492","693"
6357,"491","694"
9973,"490","695"
7453,"488","696"
4609,"486","697"
8687,"486","697"
2942,"486","697"
7384,"485","698"
10841,"484","699"
1584,"482","700"
610,"480","701"
5748,"475","702"
254,"473","703"
10971,"473","703"
10669,"470","704"
6261,"470","704"
4201,"468","705"
10832,"467","706"
4095,"467","706"
5092,"467","706"
5871,"467","706"
10664,"467","706"
75,"467","706"
8026,"463","707"
5626,"463","707"
2681,"461","708"
1672,"461","708"
6616,"461","708"
7610,"460","709"
7987,"460","709"
3830,"459","710"
4599,"458","711"
879,"458","711"
4827,"455","712"
8783,"454","713"
10702,"450","714"
3117,"450","714"
8786,"450","714"
1362,"449","715"
7938,"449","715"
4554,"448","716"
9967,"447","717"
5794,"446","718"
2552,"446","718"
5529,"444","719"
4001,"444","719"
1409,"444","719"
5314,"444","719"
9797,"443","720"
1545,"443","720"
713,"442","721"
5510,"441","722"
405,"441","722"
10660,"438","723"
1916,"437","724"
4093,"436","725"
3340,"436","725"
8685,"436","725"
5043,"434","726"
9507,"434","726"
6497,"433","727"
6798,"433","727"
4168,"433","727"
6131,"431","728"
7798,"429","729"
1142,"428","730"
1175,"426","731"
10906,"425","732"
4107,"425","732"
1630,"424","733"
9964,"424","733"
1041,"424","733"
11133,"424","733"
492,"424","733"
5324,"422","734"
10573,"421","735"
6653,"418","736"
10490,"417","737"
6237,"416","738"
10176,"416","738"
2698,"415","739"
1406,"415","739"
9246,"415","739"
983,"414","740"
2878,"414","740"
977,"414","740"
5370,"413","741"
11171,"411","742"
7755,"411","742"
3281,"411","742"
1600,"411","742"
3037,"410","743"
4698,"410","743"
2727,"409","744"
1497,"407","745"
10634,"406","746"
5036,"406","746"
7352,"405","747"
6872,"405","747"
8210,"405","747"
2782,"404","748"
4065,"404","748"
8268,"404","748"
3972,"401","749"
7037,"401","749"
2036,"401","749"
9478,"401","749"
4480,"401","749"
4865,"400","750"
7002,"398","751"
182,"397","752"
10377,"397","752"
5896,"397","752"
10855,"396","753"
5177,"396","753"
1542,"396","753"
8527,"395","754"
10127,"395","754"
115,"393","755"
4552,"393","755"
944,"393","755"
9119,"392","756"
4697,"390","757"
5441,"388","758"
6141,"385","759"
5995,"384","760"
3075,"382","761"
2961,"382","761"
5763,"380","762"
10448,"377","763"
347,"377","763"
3083,"373","764"
4246,"373","764"
4452,"372","765"
8805,"371","766"
4120,"369","767"
6818,"369","767"
7422,"369","767"
7807,"369","767"
7848,"368","768"
10552,"367","769"
8486,"367","769"
3277,"365","770"
5644,"363","771"
907,"362","772"
9665,"361","773"
10311,"359","774"
10556,"358","775"
9214,"358","775"
247,"357","776"
4188,"354","777"
7108,"353","778"
1291,"351","779"
3107,"350","780"
2625,"350","780"
4148,"348","781"
5389,"347","782"
9097,"343","783"
615,"343","783"
4271,"341","784"
3409,"339","785"
2285,"335","786"
6255,"334","787"
675,"332","788"
10232,"331","789"
176,"331","789"
2308,"330","790"
7613,"326","791"
10862,"326","791"
8216,"325","792"
6878,"324","793"
1381,"324","793"
3406,"322","794"
8773,"322","794"
9386,"320","795"
10741,"319","796"
5491,"319","796"
7261,"318","797"
2452,"318","797"
3033,"318","797"
4119,"318","797"
8652,"317","798"
10475,"317","798"
4939,"317","798"
5621,"316","799"
9360,"316","799"
326,"315","800"
11166,"315","800"
199,"315","800"
9503,"313","801"
246,"312","802"
902,"312","802"
9701,"312","802"
11039,"311","803"
2262,"311","803"
10260,"311","803"
940,"311","803"
3099,"310","804"
4682,"310","804"
8180,"310","804"
22,"309","805"
3025,"306","806"
10951,"306","806"
8405,"305","807"
10323,"304","808"
7373,"302","809"
4252,"301","810"
7873,"300","811"
2471,"299","812"
942,"299","812"
6374,"297","813"
8346,"296","814"
3439,"296","814"
3388,"294","815"
5552,"293","816"
807,"292","817"
368,"290","818"
4094,"289","819"
8588,"289","819"
1377,"285","820"
5956,"284","821"
6870,"283","822"
6404,"282","823"
1029,"279","824"
1045,"279","824"
1710,"279","824"
5290,"279","824"
8104,"278","825"
4619,"277","826"
2853,"275","827"
332,"275","827"
2387,"275","827"
4200,"275","827"
8789,"274","828"
10157,"274","828"
1717,"273","829"
8890,"272","830"
125,"271","831"
7540,"270","832"
450,"270","832"
1764,"270","832"
11075,"270","832"
3846,"270","832"
9771,"269","833"
164,"269","833"
7494,"269","833"
4967,"268","834"
7930,"268","834"
7409,"267","835"
4587,"266","836"
5991,"266","836"
1676,"266","836"
4184,"265","837"
3225,"265","837"
8143,"265","837"
4954,"265","837"
6927,"264","838"
8070,"264","838"
975,"264","838"
7023,"263","839"
10821,"263","839"
3182,"263","839"
8151,"263","839"
4437,"260","840"
3712,"259","841"
271,"258","842"
7699,"258","842"
4541,"257","843"
2404,"257","843"
10120,"257","843"
9905,"255","844"
10313,"254","845"
9648,"253","846"
10905,"252","847"
8910,"252","847"
10476,"251","848"
195,"246","849"
3570,"244","850"
1170,"244","850"
221,"242","851"
2677,"241","852"
1379,"241","852"
8692,"240","853"
955,"240","853"
5948,"237","854"
2613,"237","854"
3578,"236","855"
8562,"236","855"
4381,"235","856"
3050,"235","856"
8387,"235","856"
3376,"235","856"
6969,"233","857"
7408,"233","857"
11096,"232","858"
5633,"231","859"
1404,"231","859"
3066,"231","859"
3011,"227","860"
5253,"227","860"
5232,"227","860"
1604,"225","861"
5534,"224","862"
5474,"223","863"
6940,"223","863"
10341,"222","864"
10420,"222","864"
5642,"222","864"
5892,"221","865"
5866,"219","866"
5922,"218","867"
5286,"217","868"
9925,"216","869"
9860,"215","870"
5966,"215","870"
7141,"213","871"
5885,"211","872"
3310,"211","872"
7019,"211","872"
10640,"211","872"
946,"210","873"
2227,"210","873"
35,"210","873"
2678,"209","874"
5788,"209","874"
7592,"209","874"
455,"209","874"
10339,"207","875"
3921,"205","876"
8945,"203","877"
10591,"201","878"
5959,"199","879"
9485,"199","879"
8360,"198","880"
3551,"198","880"
7426,"198","880"
2895,"195","881"
3602,"195","881"
771,"194","882"
3032,"193","883"
5954,"192","884"
5063,"191","885"
7698,"191","885"
6230,"189","886"
4653,"189","886"
2534,"188","887"
968,"187","888"
4096,"187","888"
7533,"187","888"
7281,"186","889"
7414,"186","889"
2948,"185","890"
9076,"185","890"
6289,"185","890"
9703,"184","891"
48,"184","891"
20,"183","892"
2246,"183","892"
5429,"183","892"
738,"182","893"
8159,"182","893"
4042,"180","894"
2715,"180","894"
1048,"178","895"
10749,"178","895"
8181,"177","896"
7514,"177","896"
4442,"177","896"
4643,"176","897"
4864,"175","898"
10521,"174","899"
8212,"174","899"
8726,"174","899"
837,"174","899"
1087,"173","900"
9405,"172","901"
8779,"172","901"
5320,"171","902"
236,"170","903"
839,"170","903"
6177,"169","904"
4764,"169","904"
3524,"167","905"
5636,"167","905"
7433,"165","906"
2564,"165","906"
3657,"165","906"
3332,"165","906"
7617,"163","907"
9460,"162","908"
3855,"162","908"
9970,"162","908"
5015,"162","908"
3517,"161","909"
3515,"160","910"
7786,"160","910"
9576,"159","911"
4268,"158","912"
6663,"157","913"
3220,"156","914"
10602,"156","914"
7495,"156","914"
5424,"156","914"
4088,"155","915"
4971,"155","915"
8799,"153","916"
10010,"152","917"
8876,"152","917"
286,"152","917"
273,"151","918"
5180,"149","919"
2456,"149","919"
1349,"148","920"
2130,"147","921"
898,"147","921"
10827,"146","922"
263,"145","923"
3629,"145","923"
749,"145","923"
5283,"144","924"
1158,"144","924"
5123,"143","925"
1839,"141","926"
4470,"140","927"
6183,"140","927"
1506,"140","927"
11191,"139","928"
2245,"139","928"
7485,"138","929"
7530,"138","929"
11025,"138","929"
2929,"137","930"
7254,"137","930"
8775,"137","930"
4436,"137","930"
8175,"137","930"
3386,"137","930"
4303,"137","930"
5025,"135","931"
8594,"135","931"
9955,"134","932"
3697,"134","932"
4368,"134","932"
2278,"133","933"
1833,"133","933"
3969,"133","933"
945,"133","933"
7532,"132","934"
5048,"131","935"
9422,"131","935"
7275,"131","935"
8334,"131","935"
4174,"130","936"
1177,"129","937"
6673,"129","937"
9635,"129","937"
3270,"128","938"
4050,"127","939"
9239,"126","940"
4713,"125","941"
538,"125","941"
574,"125","941"
3266,"125","941"
7244,"124","942"
8832,"123","943"
8286,"122","944"
4754,"122","944"
5939,"122","944"
9909,"122","944"
5455,"122","944"
5985,"122","944"
8182,"121","945"
6466,"121","945"
6379,"121","945"
2815,"120","946"
10703,"120","946"
5710,"120","946"
2804,"120","946"
9,"120","946"
4136,"119","947"
641,"119","947"
8008,"119","947"
10352,"117","948"
3783,"116","949"
5723,"116","949"
4023,"115","950"
9739,"114","951"
2286,"114","951"
2066,"114","951"
1755,"114","951"
979,"112","952"
7998,"112","952"
1388,"112","952"
10629,"109","953"
