"customer_id","average_spend"
5031,305.50
7396,266.17
10314,219.67
6575,102.00
7326,10.50
7685,13.00
3130,7.33
2292,4.00
8414,14.33
8213,16.00
7264,2.83
1928,13.83
5790,12.00
1878,6.17
1328,113.83
9507,72.33
7300,89.17
843,134.17
6504,13.00
7411,2.83
7912,17.17
1911,227.33
2428,13.00
7022,235.00
8659,173.00
4405,131.50
3969,22.17
5538,310.33
10001,16.67
800,5.33
1165,82.67
8360,33.00
3406,53.67
6248,369.50
5062,6.50
8720,279.83
3846,45.00
807,48.67
7165,137.17
5068,4.33
624,5.83
6616,76.83
10573,70.17
7428,227.83
4279,9.00
4098,7.33
361,3.33
4440,91.00
1173,375.33
6177,28.17
5991,44.33
5278,150.33
2227,35.00
5376,288.33
7274,358.83
10868,212.00
4607,129.50
3517,26.83
5967,11.67
8916,2.67
10475,52.83
3136,110.50
10789,11.33
252,100.17
6233,161.83
7798,71.50
2534,31.33
10424,215.83
9500,126.33
6721,202.17
8486,61.17
8870,82.83
199,52.50
5290,46.50
4338,7.33
4477,108.83
4198,4.17
902,52.00
3783,19.33
5621,52.67
7010,227.17
1142,71.33
8462,13.33
3536,9.17
2166,3.83
2986,3.33
7023,43.83
10914,2.83
8663,2.50
8029,270.17
78,6.17
1663,8.17
10133,391.50
1998,14.00
3865,12.17
4483,204.67
6878,54.00
1927,115.00
5324,70.33
8372,5.00
3623,7.50
4597,336.33
10146,7.00
9624,160.50
5562,122.50
5079,16.17
5935,127.33
9738,16.67
3427,122.33
6246,251.17
2387,45.83
5802,12.50
10767,224.33
455,34.83
1630,70.67
713,73.67
1592,287.33
3403,348.67
448,132.50
9209,260.67
7613,54.33
701,196.50
1092,191.17
6379,20.17
322,6.83
6652,189.00
9592,5.50
9984,120.67
7901,3.67
10196,102.33
10699,15.33
4376,15.50
9829,13.00
10862,54.33
9360,52.67
10163,220.50
4168,72.17
7433,27.50
10525,4.50
1052,166.83
9308,162.67
10680,11.67
10995,15.33
8234,3.00
3852,160.67
7660,8.17
6634,9.00
286,25.33
2963,240.00
10669,78.33
4998,172.17
5863,109.17
1834,11.17
2711,5.17
4370,14.67
10598,6.17
2930,213.50
2278,22.17
535,129.67
4301,9.83
8181,29.50
4832,16.83
642,17.17
3056,191.67
3409,56.50
2698,69.17
3117,75.00
8534,165.33
4107,70.83
5046,273.00
832,124.50
907,60.33
8727,191.67
5138,7.17
9264,273.00
9120,177.50
4286,113.17
10104,1.33
2656,9.83
3690,348.50
2942,81.00
4042,30.00
5536,326.17
3645,11.67
1764,45.00
10470,15.33
8867,354.33
7011,15.50
6931,177.00
7990,2.83
9467,3.33
5386,383.67
8832,20.50
7235,6.33
5909,195.17
3710,13.50
5125,224.67
5229,7.00
9826,352.33
5172,175.50
11188,14.83
3766,139.17
9216,7.33
8537,238.17
158,199.33
9265,231.67
10854,7.50
2918,15.17
3298,192.00
8805,61.83
10383,182.17
123,165.50
2939,271.83
5596,121.33
5074,7.83
492,70.67
6406,237.83
8432,114.00
4444,10.17
2375,3.67
8387,39.17
544,162.67
5710,20.00
1631,213.67
6516,3.00
606,2.50
3967,157.17
2134,115.67
880,16.00
9523,2.50
1072,15.50
9213,2.50
5721,261.00
2669,187.83
24,7.83
2712,119.17
966,115.17
4345,3.50
10841,80.67
6365,13.33
6404,47.00
1055,7.50
5176,8.83
49,4.17
9014,10.17
6382,9.00
8418,10.17
9239,21.00
6230,31.50
1502,8.67
5872,106.50
2021,231.33
6398,8.33
5043,72.33
5987,7.17
477,359.50
7128,2.50
10340,82.83
6887,94.00
2431,11.17
4299,304.17
8895,161.33
1362,74.83
4554,74.67
9701,52.00
9349,188.50
7698,31.83
10673,236.00
3010,344.83
1509,87.17
9396,4.17
2075,174.50
5424,26.00
8775,22.83
849,110.00
9481,11.33
9958,128.17
9298,299.67
2055,8.17
8755,199.33
8594,22.50
3231,5.00
7381,240.33
4138,149.83
3170,173.67
961,143.33
6184,278.33
5751,6.33
2532,275.17
269,190.50
6318,227.67
5547,319.83
5207,132.17
3507,262.50
11091,3.67
10398,5.17
125,45.17
9668,12.83
7409,44.50
7397,114.67
5423,2.67
5948,39.50
3619,192.00
10888,106.00
5756,9.17
9733,13.33
8953,5.83
7734,202.67
8080,3.67
9589,205.67
3426,266.00
5231,8.50
8135,8.67
4480,66.83
3712,43.17
8008,19.83
2826,6.17
1232,207.33
7451,334.67
1890,4.17
2831,196.50
4915,122.00
4246,62.17
4058,135.17
9503,52.17
3321,90.33
10727,264.33
10602,26.00
1628,160.00
10339,34.50
7610,76.67
1650,273.83
340,82.83
523,12.33
11086,3.50
10642,6.17
5718,235.83
1970,17.17
368,48.33
4786,184.83
6349,219.83
10925,167.17
6768,6.00
4333,9.00
4369,194.83
538,20.83
7629,5.17
3050,39.17
11112,246.17
2815,20.00
10172,256.33
9153,174.67
3830,76.50
9305,219.17
10379,95.67
6658,199.00
7053,242.17
5636,27.83
359,84.00
5577,3.83
10736,254.17
6988,240.50
3009,294.33
2811,10.33
2488,10.67
217,256.67
1212,156.00
3537,13.17
4500,266.33
3678,109.33
5796,187.50
5156,148.17
6036,320.67
5184,3.83
6661,195.67
3520,182.00
6310,13.00
7476,211.50
11191,23.17
2877,90.17
3870,167.67
9347,7.67
8036,10.50
2173,5.33
5846,2.17
7488,137.50
3595,189.67
6197,9.50
9710,132.00
1991,16.00
3182,43.83
11176,82.50
3483,254.33
304,12.67
4137,179.33
6856,10.83
7254,22.83
8614,84.50
450,45.00
4508,138.83
405,73.50
10473,88.00
5389,57.83
762,137.17
6409,196.50
10323,50.67
9478,66.83
2246,30.50
679,6.33
983,69.00
375,192.67
9262,8.67
4426,87.83
4385,7.83
2546,11.67
4070,179.67
6147,4.67
6568,13.17
6488,16.50
1160,8.17
7600,4.83
4268,26.33
7505,7.67
2611,318.33
5396,227.67
1079,181.00
8625,7.50
1384,10.33
821,346.17
1826,198.33
10401,3.00
9855,170.00
9493,301.33
6609,17.83
3584,232.67
9687,121.00
9,20.00
3698,355.00
1490,142.33
736,8.67
5393,7.00
5077,161.50
9707,197.00
8405,50.83
1041,70.67
8104,46.33
1640,18.00
10968,117.33
10031,8.83
1968,4.67
9904,173.83
9504,168.00
4002,187.17
6941,15.83
1726,13.50
10755,13.50
8207,6.67
2162,93.50
5885,35.17
2928,165.00
4530,321.67
5544,248.33
7822,110.33
2797,178.83
1357,260.33
4843,138.83
5545,164.67
4475,406.67
1020,227.67
1127,326.33
10446,121.50
8732,243.50
5286,36.17
7532,22.00
5107,8.17
2868,9.50
3066,38.50
2625,58.33
7444,5.00
2499,93.83
4261,219.17
2886,202.83
8477,4.67
1859,315.00
7679,4.67
11096,38.67
6355,7.50
3887,17.67
8233,92.67
9010,391.00
2694,4.00
6497,72.17
4939,52.83
9860,35.83
2217,3.83
10395,16.83
367,96.17
10164,281.83
5835,10.83
10102,246.33
4220,14.50
8395,251.83
10742,124.33
247,59.50
2326,14.17
5929,8.00
8925,168.67
5564,223.00
6728,8.00
5726,10.00
10341,37.00
5147,237.33
2186,376.17
3267,101.33
4050,21.17
5667,283.50
1584,80.33
2639,11.33
332,45.83
3091,137.17
3281,68.50
5491,53.17
4415,6.33
8962,6.17
10142,114.83
5120,214.83
9723,169.33
6663,26.17
3850,7.17
2253,14.17
9426,150.00
4994,289.17
8082,5.67
819,183.83
2607,105.00
10928,99.83
5177,66.00
7620,17.67
6202,167.50
1891,292.33
5837,82.33
7055,170.17
4552,65.50
10691,7.17
4690,97.67
2561,228.50
6181,156.50
10678,152.83
5081,7.83
9289,10.50
3266,20.83
236,28.33
8652,52.83
9432,10.33
6885,9.17
3515,26.67
10466,10.00
1064,7.00
1626,8.17
454,189.17
9121,281.67
9214,59.67
879,76.33
9145,246.33
7872,92.83
7930,44.67
500,323.50
1204,304.83
2795,2.17
73,3.00
2980,5.83
7196,2.17
1994,3.17
3436,3.33
10304,10.00
9617,3.17
1407,9.50
11039,51.83
6072,347.83
7101,199.67
2495,136.00
10245,126.00
2937,145.17
6255,55.67
1031,177.00
1184,140.83
8175,22.83
5302,238.00
9974,11.67
9729,102.50
10212,16.67
5552,48.83
5989,262.67
1717,45.50
11010,7.33
9606,256.00
6974,249.50
6642,17.00
5114,160.83
8557,7.67
1100,10.17
4580,414.33
2379,272.50
5136,133.00
2008,191.50
10505,166.83
7943,5.83
6565,297.00
1945,233.33
10313,42.33
9197,7.83
2223,304.33
2456,24.83
6303,249.50
10703,20.00
6715,114.17
10641,9.50
8800,150.33
10402,6.50
9246,69.17
10264,5.17
1542,66.00
4240,9.67
7186,5.83
10640,35.17
5892,36.83
6720,82.00
9260,284.33
3332,27.50
10609,14.67
1177,21.50
8746,198.00
2493,101.33
2262,51.83
6271,10.50
4310,238.00
1343,97.67
8933,11.00
8786,75.00
1921,11.83
11166,52.50
5294,9.50
339,82.67
4472,9.50
591,112.83
2521,9.83
3518,8.33
3799,144.67
6935,163.00
7521,262.33
10971,78.83
3896,6.17
254,78.83
4023,19.17
6142,150.00
7514,29.50
1399,252.50
10833,162.17
10955,266.67
10177,223.00
20,30.50
3102,5.33
10856,7.67
10286,154.33
7881,172.17
9790,222.33
203,348.17
6742,1.83
4937,7.33
9135,10.67
1491,93.17
6963,192.83
1172,339.00
9971,84.33
6815,134.83
10664,77.83
8140,15.83
1351,203.33
6932,353.17
1183,3.67
6646,3.67
10837,11.33
2929,22.83
5204,243.50
2408,122.17
5236,365.67
9140,15.17
451,3.67
8553,7.00
6261,78.33
7706,174.67
10524,132.50
4686,281.00
1745,218.83
6116,12.50
2371,13.50
6694,178.00
10350,6.33
5080,209.67
7369,10.33
1404,38.50
9757,271.83
3706,15.67
615,57.17
4550,11.83
830,276.33
1545,73.83
1581,2.83
988,198.83
2730,205.17
1340,299.17
3578,39.33
590,302.00
7093,3.67
8650,7.00
3074,304.67
10882,152.50
7118,254.67
8079,9.17
5336,9.83
9286,124.50
10432,3.67
202,205.67
10832,77.83
610,80.00
10069,9.67
3083,62.17
8977,4.00
1176,4.17
3807,127.67
10176,69.33
2587,3.33
9916,9.00
5841,138.67
9797,73.83
10500,16.33
7646,134.17
9336,106.00
4207,216.33
10479,251.83
5474,37.17
3286,7.00
1000,160.67
10089,185.33
3310,35.17
4789,279.50
2836,3.17
2286,19.00
8897,109.00
3972,66.83
2139,5.17
6866,5.67
8799,25.50
11187,11.50
295,192.83
3412,159.50
5268,9.33
1655,8.00
213,8.00
5092,77.83
833,12.00
2416,214.67
7426,33.00
10010,25.33
8315,3.83
7495,26.00
1553,380.50
9353,165.83
460,292.17
7327,7.83
1839,23.50
4093,72.67
851,107.00
9215,91.83
3924,152.67
2724,3.17
10595,11.50
6566,219.83
5454,8.33
4328,9.17
10556,59.67
2256,3.50
11114,14.00
3767,168.00
1139,252.00
3839,14.67
3599,244.00
10909,316.50
4653,31.50
3696,8.67
8707,233.50
25,185.83
7960,230.33
4945,201.67
3491,210.00
2727,68.17
6853,239.67
5455,20.33
8370,193.17
9220,328.00
8147,8.00
6421,352.67
2902,7.50
6872,67.50
4184,44.17
3276,13.00
5954,32.00
6521,183.50
4201,78.00
2429,223.00
839,28.33
7232,11.17
2285,55.83
3726,2.83
10095,215.50
6862,1.33
3559,9.50
5543,133.67
946,35.00
3535,161.17
4120,61.50
1045,46.50
10403,7.33
4047,90.67
11181,1.33
1307,10.50
10067,2.17
7919,348.67
271,43.00
22,51.50
7373,50.33
2740,15.00
2541,8.00
8375,86.33
6218,83.17
1175,71.00
4599,76.33
10591,33.50
9596,110.67
2686,4.33
9256,166.83
5430,114.00
7732,124.17
1833,22.17
7848,61.33
10623,5.33
7431,303.33
5823,6.50
4974,232.00
9303,5.33
5255,106.17
6770,11.33
4692,11.83
8420,10.67
9923,15.33
5939,20.33
9739,19.00
8492,248.83
6299,135.50
9422,21.83
7617,27.17
5626,77.17
9805,110.00
1463,3.50
7230,82.17
5907,3.00
3277,60.83
1829,205.33
5827,10.33
10490,69.50
1162,108.83
5723,19.33
7386,7.17
5267,7.33
1030,6.33
9166,147.00
7279,174.00
803,3.50
3749,263.33
4427,227.50
9703,30.67
5985,20.33
6374,49.50
9671,11.50
35,35.00
4252,50.17
6417,260.67
1755,19.00
5263,9.17
9955,22.33
8690,230.83
8780,84.50
2147,379.83
4099,10.33
5896,66.17
8908,182.83
10542,12.83
3673,129.83
9972,7.67
5232,37.83
7972,191.83
1880,15.50
6292,303.67
4278,320.50
4394,250.17
5209,106.33
4406,245.17
4910,345.67
4507,208.33
8086,9.17
11101,139.33
5682,183.17
4931,288.33
5687,272.17
7408,38.83
2296,5.00
1920,17.00
1321,9.33
4706,6.67
9423,7.67
1685,247.00
10151,157.67
9284,151.17
6173,161.50
1324,15.17
1008,170.17
5527,9.67
8346,49.33
164,44.83
5441,64.67
10057,221.83
9817,174.83
6619,7.33
3828,221.17
5731,6.17
6059,219.00
9224,189.83
4713,20.83
7187,120.17
977,69.00
5299,264.33
3900,128.17
7441,269.17
7793,133.33
143,159.50
1907,246.17
2829,121.83
8299,11.83
9499,269.33
5758,198.17
7129,154.83
4676,282.50
850,126.17
3745,17.17
5036,67.67
5123,23.83
7250,102.00
7712,105.67
607,86.83
8584,194.17
8754,3.33
5304,5.50
10240,230.17
1619,264.67
6281,163.67
3570,40.67
2452,53.00
942,49.83
115,65.50
1458,7.33
10675,193.50
10701,201.83
7297,9.50
10735,4.33
8146,9.00
7000,136.17
7736,10.17
7627,347.67
8726,29.00
7937,9.67
8442,5.00
4865,66.67
7002,66.33
5847,147.00
5407,180.83
3503,162.33
2157,12.83
8876,25.33
3112,4.00
10814,229.33
6119,2.83
5185,148.67
5555,1.00
6200,150.17
7723,240.00
153,7.67
10906,70.83
10582,126.33
5180,24.83
7592,34.83
10203,7.00
4838,2.50
10741,53.17
4259,1.67
2715,30.00
1170,40.67
945,22.17
1371,164.00
5320,28.50
7325,6.67
1951,139.83
5871,77.83
6583,163.50
4320,157.17
5684,11.33
5922,36.33
9970,27.00
1915,251.17
10648,214.83
2109,257.33
1378,115.67
2945,7.67
5370,68.83
10855,66.00
8717,305.83
10037,187.83
9986,9.00
5346,13.17
8602,174.83
7861,195.83
6201,8.17
3910,310.33
3469,17.17
1295,120.83
8700,11.00
10509,11.83
9516,204.83
7849,175.33
3007,6.67
8070,44.00
868,10.83
5429,30.50
3099,51.67
10897,195.67
10790,3.50
1524,184.00
4679,182.00
7119,137.50
10785,6.83
3524,27.83
3233,186.17
6892,122.00
4368,22.33
387,10.17
4837,217.50
9119,65.33
10757,2.17
2005,12.50
7233,297.00
10307,87.50
8969,190.17
4377,95.83
9405,28.67
2674,190.50
7079,207.50
8595,11.17
793,7.50
3916,148.33
8588,48.17
2681,76.83
9559,172.33
702,86.83
2281,4.67
5250,260.67
6336,8.00
8504,227.67
8939,121.67
194,6.83
2230,7.17
1570,173.17
10258,5.83
2156,6.83
10766,84.33
1146,145.67
4149,224.67
6864,5.00
1544,315.50
3525,2.83
3428,266.33
6637,186.17
4065,67.33
10084,8.33
5394,6.33
2804,20.00
2975,326.00
1665,291.67
3011,37.83
933,4.17
7807,61.50
8026,77.17
10092,250.67
6918,5.67
3919,321.83
4141,129.33
7143,136.67
7789,278.67
9323,145.67
3790,2.50
7832,254.33
10032,8.83
234,5.17
4055,10.67
9477,90.67
5631,115.33
2557,4.83
4712,13.67
7215,189.17
10972,156.50
4954,44.17
3968,199.83
9862,5.50
5341,264.67
2936,3.83
6653,69.67
9576,26.50
8605,11.33
4303,22.83
1627,131.50
10839,4.83
10065,10.67
10140,287.83
6471,9.83
10478,105.50
1272,150.50
5067,229.67
967,85.83
626,7.17
3220,26.00
263,24.17
10992,191.33
9672,10.83
6019,12.00
10250,4.67
10905,42.00
2632,83.33
7214,213.83
2878,69.00
577,3.67
8975,11.50
7574,6.83
6729,256.33
10476,41.83
8132,110.17
4179,9.17
6919,10.50
5524,269.50
8204,219.83
2995,180.67
5740,9.33
9370,186.67
2225,269.50
48,30.67
1016,9.17
5734,15.17
3081,3.33
3340,72.67
954,17.00
8985,201.83
6461,157.67
9384,101.00
3129,7.50
4547,4.17
4541,42.83
2181,213.33
10420,37.00
1077,170.00
7755,68.50
456,6.00
796,178.50
7842,12.33
531,277.00
9952,184.17
10127,65.83
1409,74.00
2453,136.50
5181,4.00
10965,287.00
5154,9.00
8702,3.67
6262,262.17
5329,1.83
6991,106.17
11171,68.50
1406,69.17
7321,172.17
9365,212.83
2549,4.50
2570,135.83
7718,118.50
3665,9.00
6457,150.33
89,11.50
1993,162.00
2781,298.67
7801,121.33
8601,232.50
8910,42.00
4119,53.00
2678,34.83
6327,191.00
3629,24.17
1513,208.33
6263,17.67
7437,4.83
9595,262.33
195,41.00
1137,229.83
4331,228.50
1744,9.00
8212,29.00
2315,16.00
5012,5.67
2036,66.83
4796,6.50
8773,53.67
2320,105.83
2620,3.83
5015,27.00
8643,277.00
7152,6.17
6383,7.67
4399,181.83
10120,42.83
503,8.83
10634,67.67
2295,137.50
2677,40.17
3152,14.83
9725,2.00
3933,110.33
4856,308.83
3867,182.50
5057,101.83
1010,13.00
3194,205.00
178,162.17
5589,132.17
3336,158.00
8397,5.67
10150,241.50
6384,242.17
4943,287.83
8932,255.17
10377,66.17
7485,23.00
8461,2.67
7527,12.67
1135,7.83
4646,163.00
10513,250.33
2565,222.33
5011,154.67
9064,259.17
10676,195.50
2525,89.00
11056,198.00
2308,55.00
916,5.17
10530,192.67
7005,135.50
9291,2.50
4697,65.00
6422,211.67
4478,108.83
6518,101.00
8619,3.67
7947,6.17
6690,15.00
9400,230.50
8278,285.17
10613,10.33
8268,67.33
3025,51.00
4860,4.17
4877,6.83
4543,319.83
2612,280.33
8545,298.17
5832,210.50
10469,270.50
10560,3.33
9907,168.83
2634,11.50
4971,25.83
9697,90.33
3434,222.67
5063,31.83
3312,14.83
564,151.00
1168,233.50
2958,9.50
4501,246.33
232,88.33
7962,316.83
3158,6.50
1916,72.83
6343,253.00
310,95.50
3033,53.00
8687,81.00
5272,93.67
4817,3.00
8566,1.50
3254,160.00
10590,247.17
2861,3.83
10536,7.67
7922,161.00
574,20.83
4637,275.00
9240,87.67
4961,10.17
7530,23.00
5735,420.83
6215,5.17
8685,72.67
4603,109.33
1446,204.33
5883,110.67
2863,175.33
10448,62.83
891,1.83
4698,68.33
8737,7.17
1419,12.67
10033,6.33
1241,8.50
9529,271.17
975,44.00
1577,289.33
1802,113.33
6870,47.17
6466,20.17
9274,202.17
3037,68.33
7414,31.00
5899,8.17
6875,88.17
6810,197.83
10846,104.83
8779,28.67
979,18.67
5314,74.00
10981,199.67
7124,15.67
7342,178.67
7892,12.50
5519,132.83
4012,204.33
5234,13.50
3262,275.83
5866,36.50
2563,7.17
10091,177.83
5313,7.33
618,132.83
8148,143.17
5955,322.00
313,348.00
3388,49.00
6283,151.33
7533,31.17
7462,95.00
3643,154.67
5830,352.33
5512,86.33
10983,155.00
760,135.17
7500,94.00
1515,4.67
10826,10.00
6673,21.50
2931,198.67
3722,8.00
1131,15.83
6205,13.33
6730,9.00
9242,287.00
6103,16.67
10356,5.33
6678,12.00
3179,262.00
3934,101.33
1964,267.17
6211,6.50
938,14.50
1158,24.00
87,9.50
550,118.00
2407,259.17
9530,2.83
2564,27.50
6710,17.17
2870,83.67
3478,122.67
6071,192.83
6507,9.33
8164,318.00
6274,269.17
309,183.50
1612,7.83
9292,230.33
7458,16.17
9967,74.50
6437,12.67
3798,13.50
10967,16.50
9909,20.33
10128,151.17
3885,10.50
10827,24.33
2392,17.00
641,19.83
6049,300.67
9736,16.00
5253,37.83
1604,37.50
7094,177.33
4988,10.33
11084,175.50
257,202.50
4640,179.83
9973,81.67
7873,50.00
11007,5.67
2115,11.00
9905,42.50
10659,8.83
10652,194.83
3955,1.00
1519,12.17
6295,163.50
6097,93.50
1150,308.83
5602,213.67
1501,286.17
5493,3.83
6245,84.50
5113,283.67
8210,67.50
6460,9.50
7072,222.50
6376,90.83
7034,9.17
4682,51.67
1461,6.33
3945,155.00
9369,212.33
2814,5.17
9706,15.67
9483,106.17
4248,334.67
466,124.33
2853,45.83
4128,120.83
4557,11.17
7503,368.17
7349,17.17
9080,12.17
7348,198.67
9560,279.00
2176,281.67
6428,188.33
8286,20.33
10562,172.17
749,24.17
10710,3.00
5748,79.17
10770,174.17
8945,33.83
4673,206.83
3667,292.83
231,5.33
873,196.33
10704,115.50
6340,4.33
4619,46.17
3153,2.83
8162,4.33
6312,143.83
7998,18.67
640,171.00
7419,5.83
10548,160.00
7284,3.33
9167,162.67
10260,51.83
9579,17.67
11100,10.50
10394,246.50
8159,30.33
8235,140.50
3005,275.00
9097,57.17
9930,194.50
1381,54.00
6001,156.17
10643,108.83
9699,122.17
7270,206.83
1291,58.50
193,2.67
9094,97.83
1012,147.33
11030,2.67
1087,28.83
8334,21.83
709,183.83
4390,140.17
810,106.83
2849,196.67
10061,181.33
1710,46.50
3445,159.50
4867,14.67
3594,124.50
6131,71.83
10702,75.00
4864,29.17
9938,266.67
2552,74.33
4749,97.67
1081,169.83
10617,5.00
1388,18.67
9451,276.33
7384,80.83
10821,43.83
2106,5.67
1453,176.67
10681,148.17
11088,302.67
1506,23.33
2747,354.33
4828,132.00
1740,166.50
10381,3.50
8143,44.17
10913,4.50
5287,13.17
9799,195.50
4329,2.67
2415,158.83
2131,217.83
9988,143.33
9212,279.67
6182,8.83
11003,8.33
10241,2.33
7378,95.50
3878,8.00
3479,8.33
2061,16.50
1456,196.67
3174,326.17
6387,12.83
3711,317.00
2613,39.50
4436,22.83
9460,27.00
7516,7.50
10686,3.50
1743,133.50
716,162.67
3498,146.17
10242,12.50
1473,12.00
4186,12.67
1440,191.50
8216,54.17
2245,23.17
6958,4.33
10156,206.17
2798,206.67
7631,164.83
2457,7.50
2324,177.50
8151,43.83
4174,21.67
6320,251.33
10129,242.67
5868,7.67
635,101.67
1672,76.83
3421,151.33
5510,73.50
11031,6.67
0,199.67
8858,90.33
10812,15.00
67,15.33
4764,28.17
895,99.00
1377,47.50
8957,186.67
2066,19.00
5995,64.00
6605,113.67
9653,11.33
2874,5.33
4127,254.83
7352,67.50
8015,218.83
7446,119.33
1071,172.33
2445,10.50
2793,172.33
7683,131.17
1109,2.00
2516,13.00
5956,47.33
2261,2.67
1777,12.33
6289,30.83
3661,239.17
10319,214.33
3560,262.33
8852,180.00
3381,15.00
8955,8.17
2118,103.67
1773,9.50
2350,171.17
2478,6.33
9283,3.00
2666,151.17
10451,4.17
3759,192.50
6214,13.17
1459,154.67
10949,326.33
425,121.17
10779,8.17
1734,13.50
2072,177.33
7875,279.50
7059,249.17
9449,100.83
8911,117.00
6287,6.00
8970,88.33
380,300.67
6203,289.00
2964,12.00
4216,245.67
8017,9.17
9597,120.83
486,199.67
9937,96.00
3657,27.50
10343,224.17
5303,185.50
8812,8.00
1277,167.33
11074,237.17
1772,340.50
3265,7.67
3628,13.33
10991,141.67
6682,6.17
4073,202.50
4381,39.17
4432,8.50
433,105.33
2518,5.00
10581,84.33
9847,97.83
5534,37.33
9495,191.50
9204,171.50
92,14.83
2471,49.83
1517,8.50
4964,193.00
437,171.17
1065,319.67
3829,4.83
4290,4.00
8952,143.17
999,121.67
2802,160.17
5675,82.17
3197,111.67
7224,5.17
5788,34.83
10629,18.17
4324,114.00
2406,86.50
5153,254.83
7851,154.33
9743,318.33
3389,255.50
10157,45.67
10477,17.00
4608,129.67
6543,268.67
6679,2.67
6168,8.83
8686,12.50
5025,22.50
291,163.50
4973,4.17
6347,6.00
2461,7.17
8923,264.50
1361,239.17
9543,3.67
7286,9.17
4418,274.00
7628,12.67
5654,10.17
9058,311.17
697,341.17
6798,72.17
10738,10.83
4990,144.83
3856,167.50
