"customer_id","total_spend"
7646,"805"
9336,"636"
4207,"1298"
10479,"1511"
1000,"964"
10089,"1112"
4789,"1677"
8897,"654"
295,"1157"
3412,"957"
2416,"1288"
1553,"2283"
9353,"995"
460,"1753"
851,"642"
3924,"916"
6566,"1319"
3767,"1008"
1139,"1512"
3599,"1464"
10909,"1899"
8707,"1401"
25,"1115"
7960,"1382"
4945,"1210"
3491,"1260"
6853,"1438"
8370,"1159"
9220,"1968"
6421,"2116"
6521,"1101"
2429,"1338"
10095,"1293"
5543,"802"
3535,"967"
7919,"2092"
9596,"664"
9256,"1001"
5430,"684"
7732,"745"
7431,"1820"
4974,"1392"
5255,"637"
8492,"1493"
6299,"813"
9805,"660"
1829,"1232"
1162,"653"
9166,"882"
7279,"1044"
3749,"1580"
4427,"1365"
6417,"1564"
8690,"1385"
2147,"2279"
8908,"1097"
3673,"779"
7972,"1151"
6292,"1822"
4278,"1923"
4394,"1501"
5209,"638"
4406,"1471"
4910,"2074"
4507,"1250"
11101,"836"
5682,"1099"
4931,"1730"
5687,"1633"
1685,"1482"
10151,"946"
9284,"907"
6173,"969"
1008,"1021"
10057,"1331"
9817,"1049"
3828,"1327"
6059,"1314"
9224,"1139"
7187,"721"
5299,"1586"
3900,"769"
7441,"1615"
7793,"800"
143,"957"
1907,"1477"
2829,"731"
9499,"1616"
5758,"1189"
7129,"929"
4676,"1695"
850,"757"
7250,"612"
7712,"634"
8584,"1165"
10240,"1381"
1619,"1588"
6281,"982"
10675,"1161"
10701,"1211"
7000,"817"
7627,"2086"
5847,"882"
5407,"1085"
3503,"974"
10814,"1376"
5185,"892"
6200,"901"
7723,"1440"
10582,"758"
1371,"984"
1951,"839"
6583,"981"
4320,"943"
1915,"1507"
10648,"1289"
2109,"1544"
1378,"694"
8717,"1835"
10037,"1127"
8602,"1049"
7861,"1175"
3910,"1862"
1295,"725"
9516,"1229"
7849,"1052"
10897,"1174"
1524,"1104"
4679,"1092"
7119,"825"
3233,"1117"
6892,"732"
4837,"1305"
7233,"1782"
8969,"1141"
2674,"1143"
7079,"1245"
3916,"890"
9559,"1034"
5250,"1564"
8504,"1366"
8939,"730"
1570,"1039"
1146,"874"
4149,"1348"
1544,"1893"
3428,"1598"
6637,"1117"
2975,"1956"
1665,"1750"
10092,"1504"
3919,"1931"
4141,"776"
7143,"820"
7789,"1672"
9323,"874"
7832,"1526"
5631,"692"
7215,"1135"
10972,"939"
3968,"1199"
5341,"1588"
1627,"789"
10140,"1727"
10478,"633"
1272,"903"
5067,"1378"
10992,"1148"
7214,"1283"
6729,"1538"
8132,"661"
5524,"1617"
8204,"1319"
2995,"1084"
9370,"1120"
2225,"1617"
8985,"1211"
6461,"946"
9384,"606"
2181,"1280"
1077,"1020"
796,"1071"
531,"1662"
9952,"1105"
2453,"819"
10965,"1722"
6262,"1573"
6991,"637"
7321,"1033"
9365,"1277"
2570,"815"
7718,"711"
6457,"902"
1993,"972"
2781,"1792"
7801,"728"
8601,"1395"
6327,"1146"
1513,"1250"
9595,"1574"
1137,"1379"
4331,"1371"
2320,"635"
8643,"1662"
4399,"1091"
2295,"825"
3933,"662"
4856,"1853"
3867,"1095"
5057,"611"
3194,"1230"
178,"973"
5589,"793"
3336,"948"
10150,"1449"
6384,"1453"
4943,"1727"
8932,"1531"
4646,"978"
10513,"1502"
2565,"1334"
5011,"928"
9064,"1555"
10676,"1173"
11056,"1188"
10530,"1156"
7005,"813"
6422,"1270"
4478,"653"
6518,"606"
9400,"1383"
8278,"1711"
4543,"1919"
2612,"1682"
8545,"1789"
5832,"1263"
10469,"1623"
9907,"1013"
3434,"1336"
564,"906"
1168,"1401"
4501,"1478"
7962,"1901"
6343,"1518"
3254,"960"
10590,"1483"
7922,"966"
4637,"1650"
5735,"2525"
4603,"656"
1446,"1226"
5883,"664"
2863,"1052"
9529,"1627"
1577,"1736"
1802,"680"
9274,"1213"
6810,"1187"
10846,"629"
10981,"1198"
7342,"1072"
5519,"797"
4012,"1226"
3262,"1655"
10091,"1067"
618,"797"
8148,"859"
5955,"1932"
313,"2088"
6283,"908"
3643,"928"
5830,"2114"
10983,"930"
760,"811"
2931,"1192"
9242,"1722"
3179,"1572"
3934,"608"
1964,"1603"
550,"708"
2407,"1555"
3478,"736"
6071,"1157"
8164,"1908"
6274,"1615"
309,"1101"
9292,"1382"
10128,"907"
6049,"1804"
7094,"1064"
11084,"1053"
257,"1215"
4640,"1079"
10652,"1169"
6295,"981"
1150,"1853"
5602,"1282"
1501,"1717"
5113,"1702"
7072,"1335"
3945,"930"
9369,"1274"
9483,"637"
4248,"2008"
466,"746"
4128,"725"
7503,"2209"
7348,"1192"
9560,"1674"
2176,"1690"
6428,"1130"
10562,"1033"
10770,"1045"
4673,"1241"
3667,"1757"
873,"1178"
10704,"693"
6312,"863"
640,"1026"
10548,"960"
9167,"976"
10394,"1479"
8235,"843"
3005,"1650"
9930,"1167"
6001,"937"
10643,"653"
9699,"733"
7270,"1241"
1012,"884"
709,"1103"
4390,"841"
810,"641"
2849,"1180"
10061,"1088"
3445,"957"
3594,"747"
9938,"1600"
1081,"1019"
9451,"1658"
1453,"1060"
10681,"889"
11088,"1816"
2747,"2126"
4828,"792"
1740,"999"
9799,"1173"
2415,"953"
2131,"1307"
9988,"860"
9212,"1678"
1456,"1180"
3174,"1957"
3711,"1902"
1743,"801"
716,"976"
3498,"877"
1440,"1149"
10156,"1237"
2798,"1240"
7631,"989"
2324,"1065"
6320,"1508"
10129,"1456"
635,"610"
3421,"908"
0,"1198"
8957,"1120"
6605,"682"
4127,"1529"
8015,"1313"
7446,"716"
1071,"1034"
2793,"1034"
7683,"787"
3661,"1435"
10319,"1286"
3560,"1574"
8852,"1080"
2118,"622"
2350,"1027"
2666,"907"
3759,"1155"
1459,"928"
10949,"1958"
425,"727"
2072,"1064"
7875,"1677"
7059,"1495"
8911,"702"
380,"1804"
6203,"1734"
4216,"1474"
9597,"725"
486,"1198"
10343,"1345"
5303,"1113"
1277,"1004"
11074,"1423"
1772,"2043"
10991,"850"
4073,"1215"
433,"632"
9495,"1149"
9204,"1029"
4964,"1158"
437,"1027"
1065,"1918"
8952,"859"
999,"730"
2802,"961"
3197,"670"
4324,"684"
5153,"1529"
7851,"926"
9743,"1910"
3389,"1533"
4608,"778"
6543,"1612"
291,"981"
8923,"1587"
1361,"1435"
4418,"1644"
9058,"1867"
697,"2047"
4990,"869"
3856,"1005"
1729,"1377"
4122,"895"
2079,"1208"
1518,"749"
10099,"882"
8041,"1092"
3139,"2052"
5331,"1869"
2004,"1168"
5332,"1066"
3076,"612"
3334,"2211"
7899,"1680"
4687,"1633"
8310,"1459"
10858,"820"
8093,"914"
9780,"795"
2088,"1631"
5462,"1174"
7966,"1191"
10299,"882"
1618,"692"
1402,"1253"
3104,"2006"
1763,"2524"
7999,"1743"
7725,"641"
9888,"1091"
8931,"1761"
10711,"894"
146,"1323"
5221,"879"
10936,"1947"
7030,"1485"
1958,"660"
10619,"1990"
3433,"981"
4656,"710"
238,"1082"
5558,"1685"
737,"2231"
7247,"606"
9760,"1198"
569,"1991"
8722,"1853"
4339,"913"
6260,"1957"
10507,"797"
4767,"1363"
7106,"1242"
3598,"606"
2926,"1374"
9999,"1040"
9645,"1338"
17,"1028"
6050,"1513"
2909,"1264"
2968,"902"
1245,"1371"
9949,"877"
10486,"990"
5798,"985"
2437,"1611"
2875,"906"
3859,"1095"
1103,"2053"
11013,"938"
2002,"1870"
6606,"1161"
8920,"1128"
2882,"995"
4491,"1178"
6439,"1102"
1225,"1495"
7787,"819"
2304,"770"
3283,"909"
5831,"1815"
11071,"1923"
4944,"777"
8439,"902"
1867,"1336"
6982,"1581"
