customer_id,recency,product_category,amount
7829,99,MntWines,15
1324,93,MntWines,23
326,38,MntWines,235
7224,24,MntWines,10
6999,80,MntWines,656
9938,82,MntWines,519
6422,20,MntWines,344
3182,81,MntWines,96
7300,50,MntWines,448
10424,60,MntWines,265
8727,63,MntWines,587
2798,54,MntWines,763
1030,72,MntWines,22
624,5,MntWines,6
5176,88,MntWines,7
5552,50,MntWines,81
868,99,MntWines,54
380,17,MntWines,1170
2677,11,MntWines,72
6521,18,MntWines,613
6927,70,MntWines,224
2877,21,MntWines,410
0,66,MntWines,239
1584,79,MntWines,171
7264,2,MntWines,12
6274,81,MntWines,1076
1377,24,MntWines,182
454,48,MntWines,824
1755,93,MntWines,30
2075,56,MntWines,377
4785,3,MntWines,520
9076,44,MntWines,155
7079,38,MntWines,897
4653,46,MntWines,131
7375,84,MntWines,297
709,27,MntWines,787
460,72,MntWines,792
3726,66,MntWines,4
6798,30,MntWines,231
5341,2,MntWines,983
1606,65,MntWines,3
9617,37,MntWines,0
3233,89,MntWines,562
89,49,MntWines,5
2936,46,MntWines,18
9449,32,MntWines,415
7297,54,MntWines,5
11004,23,MntWines,8
313,98,MntWines,901
9940,97,MntWines,382
10735,75,MntWines,14
9529,8,MntWines,559
6439,37,MntWines,789
7411,31,MntWines,11
2176,40,MntWines,1218
9265,74,MntWines,925
8867,90,MntWines,864
8932,57,MntWines,960
10236,59,MntWines,16
6340,52,MntWines,3
10089,5,MntWines,168
2227,92,MntWines,45
10992,77,MntWines,650
5304,35,MntWines,24
309,48,MntWines,918
3406,97,MntWines,138
2661,95,MntWines,12
3153,24,MntWines,11
10264,60,MntWines,1
1184,46,MntWines,554
4200,85,MntWines,167
9396,31,MntWines,9
2387,9,MntWines,177
6690,30,MntWines,38
1225,47,MntWines,483
9703,70,MntWines,77
291,13,MntWines,182
4557,11,MntWines,10
2379,31,MntWines,778
5726,15,MntWines,16
3066,2,MntWines,167
6336,55,MntWines,13
10967,38,MntWines,33
2304,86,MntWines,625
3445,56,MntWines,216
7828,29,MntWines,68
3762,30,MntWines,196
4391,64,MntWines,635
4669,46,MntWines,4
10144,84,MntWines,297
8652,20,MntWines,84
1672,74,MntWines,204
8962,18,MntWines,26
9974,75,MntWines,15
10983,17,MntWines,304
8148,88,MntWines,285
10102,19,MntWines,395
4697,62,MntWines,248
9262,11,MntWines,20
7254,74,MntWines,39
4543,32,MntWines,777
4927,76,MntWines,8
10451,6,MntWines,9
2926,62,MntWines,1241
2874,20,MntWines,6
9738,43,MntWines,65
7119,45,MntWines,395
3924,34,MntWines,801
5827,53,MntWines,36
5596,44,MntWines,513
10812,89,MntWines,37
1717,43,MntWines,80
9491,68,MntWines,14
9274,44,MntWines,525
6609,64,MntWines,1
6963,85,MntWines,675
4440,93,MntWines,509
1379,12,MntWines,154
10032,86,MntWines,3
2826,28,MntWines,25
2437,69,MntWines,861
6320,42,MntWines,768
3050,13,MntWines,185
231,86,MntWines,24
2392,59,MntWines,44
9478,30,MntWines,91
113,33,MntWines,11
2863,67,MntWines,738
1802,23,MntWines,412
520,81,MntWines,3
8275,6,MntWines,16
9750,41,MntWines,731
2607,78,MntWines,424
7214,49,MntWines,792
5835,39,MntWines,21
3896,3,MntWines,22
10350,37,MntWines,33
7786,22,MntWines,68
2861,79,MntWines,9
663,46,MntWines,40
10675,82,MntWines,909
2521,10,MntWines,23
9592,51,MntWines,11
10151,38,MntWines,317
7381,10,MntWines,797
4099,14,MntWines,10
9560,18,MntWines,856
1150,36,MntWines,755
10172,95,MntWines,456
11191,11,MntWines,37
9707,65,MntWines,1103
6245,71,MntWines,378
8234,13,MntWines,1
1411,58,MntWines,204
8553,65,MntWines,30
1826,0,MntWines,189
8842,33,MntWines,15
11030,90,MntWines,9
2579,95,MntWines,495
175,93,MntWines,656
9185,38,MntWines,452
11056,18,MntWines,546
9365,57,MntWines,1048
6201,45,MntWines,22
2061,61,MntWines,78
6184,6,MntWines,561
6142,65,MntWines,629
4107,52,MntWines,269
7274,87,MntWines,736
9336,38,MntWines,512
2958,53,MntWines,19
933,31,MntWines,9
5837,67,MntWines,247
10704,65,MntWines,404
5125,64,MntWines,333
4432,82,MntWines,2
5955,27,MntWines,833
2928,63,MntWines,789
5680,66,MntWines,10
10313,69,MntWines,159
2557,52,MntWines,7
1245,45,MntWines,977
1519,2,MntWines,38
10703,86,MntWines,57
1726,23,MntWines,3
4459,13,MntWines,10
1729,14,MntWines,1043
1517,92,MntWines,3
2098,38,MntWines,11
9543,74,MntWines,3
6878,14,MntWines,43
3310,94,MntWines,73
2724,33,MntWines,12
948,32,MntWines,4
6720,11,MntWines,314
6202,78,MntWines,571
2066,56,MntWines,70
9799,57,MntWines,866
8318,7,MntWines,594
5642,0,MntWines,140
2669,66,MntWines,375
455,86,MntWines,102
7683,80,MntWines,554
3428,56,MntWines,919
7414,18,MntWines,96
6354,51,MntWines,5
798,71,MntWines,2
8213,71,MntWines,6
2488,80,MntWines,23
9999,2,MntWines,610
7617,83,MntWines,67
615,29,MntWines,65
2552,11,MntWines,416
194,55,MntWines,23
3645,19,MntWines,19
8890,1,MntWines,155
5049,19,MntWines,14
9973,28,MntWines,370
7301,76,MntWines,4
10882,50,MntWines,407
7030,1,MntWines,1200
7422,90,MntWines,85
3523,83,MntWines,583
7106,73,MntWines,483
6504,24,MntWines,2
5067,11,MntWines,966
4216,33,MntWines,822
8581,4,MntWines,604
5929,14,MntWines,19
3129,30,MntWines,5
6528,75,MntWines,2
1361,26,MntWines,1076
6932,77,MntWines,1285
7284,8,MntWines,10
1340,42,MntWines,551
8746,28,MntWines,800
5987,52,MntWines,2
3767,1,MntWines,378
3725,1,MntWines,1248
4324,42,MntWines,235
238,76,MntWines,515
6694,27,MntWines,438
498,28,MntWines,25
9347,49,MntWines,31
9699,12,MntWines,357
10664,14,MntWines,400
5455,89,MntWines,99
456,96,MntWines,1
5012,56,MntWines,5
7495,72,MntWines,77
5029,14,MntWines,3
10642,13,MntWines,10
2106,99,MntWines,0
10364,72,MntWines,0
5954,92,MntWines,76
1137,87,MntWines,398
2541,7,MntWines,14
1142,91,MntWines,208
2276,71,MntWines,430
2807,24,MntWines,656
6471,17,MntWines,14
6131,87,MntWines,141
6233,21,MntWines,507
4148,90,MntWines,164
4947,44,MntWines,606
3225,71,MntWines,116
7540,52,MntWines,143
10648,78,MntWines,398
1992,2,MntWines,522
7851,60,MntWines,161
8594,25,MntWines,112
7059,47,MntWines,483
2815,46,MntWines,7
2416,83,MntWines,789
7999,17,MntWines,1239
9213,13,MntWines,4
9697,86,MntWines,335
3916,92,MntWines,639
2021,47,MntWines,563
1581,18,MntWines,2
564,81,MntWines,746
6619,91,MntWines,22
9081,58,MntWines,4
178,40,MntWines,478
916,67,MntWines,20
5512,19,MntWines,451
8970,93,MntWines,371
10581,41,MntWines,281
5300,60,MntWines,19
5154,54,MntWines,26
8346,26,MntWines,138
1676,30,MntWines,213
9286,93,MntWines,407
2426,35,MntWines,483
5172,4,MntWines,738
5562,92,MntWines,502
3436,24,MntWines,11
3921,96,MntWines,24
3403,11,MntWines,1170
22,99,MntWines,185
10965,72,MntWines,983
9426,77,MntWines,691
6605,85,MntWines,504
3136,88,MntWines,317
8737,22,MntWines,29
11088,83,MntWines,1396
716,63,MntWines,529
466,9,MntWines,388
9135,92,MntWines,13
10623,2,MntWines,28
8151,6,MntWines,16
5140,66,MntWines,1047
10160,49,MntWines,31
4945,29,MntWines,815
10584,77,MntWines,225
6071,77,MntWines,493
3386,71,MntWines,34
8939,49,MntWines,382
9925,97,MntWines,127
4320,6,MntWines,325
5389,93,MntWines,238
6036,78,MntWines,1168
182,62,MntWines,284
203,47,MntWines,1288
11025,9,MntWines,65
10203,77,MntWines,11
4607,24,MntWines,227
3711,19,MntWines,1035
3696,67,MntWines,27
2532,95,MntWines,982
9214,48,MntWines,179
4943,73,MntWines,1379
35,35,MntWines,32
2258,76,MntWines,8
4322,20,MntWines,881
713,72,MntWines,141
4702,20,MntWines,1000
3281,69,MntWines,206
702,80,MntWines,162
2004,65,MntWines,619
4769,52,MntWines,456
4437,65,MntWines,112
8724,57,MntWines,11
10741,70,MntWines,172
1991,0,MntWines,78
6931,19,MntWines,464
11096,50,MntWines,99
304,67,MntWines,19
3665,46,MntWines,1
10591,37,MntWines,63
5036,38,MntWines,252
5547,9,MntWines,1478
7822,56,MntWines,198
8541,98,MntWines,8
10955,68,MntWines,416
4368,72,MntWines,42
9671,47,MntWines,14
2256,33,MntWines,17
4279,87,MntWines,15
5371,0,MntWines,6
9240,73,MntWines,458
9460,74,MntWines,30
9504,4,MntWines,179
8692,50,MntWines,90
448,57,MntWines,308
8314,30,MntWines,557
8420,27,MntWines,7
3174,61,MntWines,1492
7685,4,MntWines,30
3179,75,MntWines,249
9780,12,MntWines,465
10681,13,MntWines,129
10232,9,MntWines,174
4184,48,MntWines,189
9120,80,MntWines,747
891,60,MntWines,6
10381,43,MntWines,14
3525,19,MntWines,12
6818,26,MntWines,98
3526,58,MntWines,32
8181,42,MntWines,51
1029,27,MntWines,200
7369,56,MntWines,25
2574,27,MntWines,1050
8159,10,MntWines,117
1160,48,MntWines,9
10242,39,MntWines,56
5253,85,MntWines,145
5966,64,MntWines,203
5314,69,MntWines,270
5081,54,MntWines,9
5123,57,MntWines,37
5756,64,MntWines,46
8036,10,MntWines,31
9058,65,MntWines,1060
5057,74,MntWines,264
254,4,MntWines,399
4179,94,MntWines,8
3710,41,MntWines,19
7627,25,MntWines,817
4501,94,MntWines,292
6424,9,MntWines,12
3075,47,MntWines,130
4992,12,MntWines,6
5252,80,MntWines,16
7444,20,MntWines,19
6919,39,MntWines,4
3537,57,MntWines,31
10277,27,MntWines,36
2453,83,MntWines,526
7972,79,MntWines,400
895,69,MntWines,410
1177,77,MntWines,80
7141,15,MntWines,88
7232,99,MntWines,55
8477,61,MntWines,5
2457,23,MntWines,8
988,84,MntWines,410
7930,74,MntWines,101
4587,90,MntWines,162
6682,41,MntWines,2
6222,28,MntWines,25
10299,73,MntWines,389
3083,88,MntWines,215
8953,94,MntWines,27
1503,31,MntWines,85
8650,31,MntWines,5
10862,6,MntWines,179
2782,23,MntWines,352
6941,92,MntWines,17
10972,52,MntWines,625
10708,50,MntWines,10
6583,54,MntWines,390
3641,93,MntWines,10
10156,56,MntWines,215
4299,28,MntWines,1001
3469,94,MntWines,19
5063,76,MntWines,41
10727,43,MntWines,1181
9624,46,MntWines,603
5156,13,MntWines,129
4376,27,MntWines,10
8923,12,MntWines,514
8461,3,MntWines,14
6945,72,MntWines,387
944,6,MntWines,121
1907,53,MntWines,965
701,58,MntWines,707
3856,78,MntWines,571
4149,57,MntWines,586
2131,37,MntWines,1063
2942,20,MntWines,305
1173,73,MntWines,1200
4381,56,MntWines,163
4611,36,MntWines,1009
3376,9,MntWines,125
4679,42,MntWines,721
10928,28,MntWines,315
4248,23,MntWines,1000
6728,38,MntWines,16
6661,63,MntWines,757
4725,71,MntWines,30
3277,9,MntWines,219
5555,81,MntWines,1
2564,87,MntWines,111
946,92,MntWines,45
3867,36,MntWines,410
6940,86,MntWines,100
55,83,MntWines,509
7093,74,MntWines,3
5084,87,MntWines,445
1777,29,MntWines,2
8162,88,MntWines,4
10826,77,MntWines,6
8754,25,MntWines,14
1987,34,MntWines,1
11007,43,MntWines,26
7426,76,MntWines,111
9153,81,MntWines,418
10379,87,MntWines,327
9204,33,MntWines,371
3197,38,MntWines,275
2920,63,MntWines,789
6961,26,MntWines,1
4673,17,MntWines,1004
9937,75,MntWines,187
8779,13,MntWines,56
9596,19,MntWines,365
2891,51,MntWines,595
4910,81,MntWines,1132
75,32,MntWines,34
10120,84,MntWines,116
6327,87,MntWines,565
10142,99,MntWines,372
9826,96,MntWines,899
1501,21,MntWines,55
10767,40,MntWines,760
7279,3,MntWines,260
7230,98,MntWines,459
143,73,MntWines,466
450,90,MntWines,67
9316,29,MntWines,2
6379,3,MntWines,67
9239,94,MntWines,92
8315,65,MntWines,4
2868,33,MntWines,20
10888,46,MntWines,273
1277,29,MntWines,434
9977,99,MntWines,321
10196,26,MntWines,212
6384,30,MntWines,909
8029,27,MntWines,1184
968,24,MntWines,112
6988,93,MntWines,656
4472,34,MntWines,23
6991,88,MntWines,537
3336,96,MntWines,712
4301,10,MntWines,23
1940,26,MntWines,1
1272,49,MntWines,664
1388,11,MntWines,6
1044,44,MntWines,299
6969,75,MntWines,99
10479,64,MntWines,749
3619,19,MntWines,345
1715,45,MntWines,9
10159,77,MntWines,440
1463,9,MntWines,8
5114,1,MntWines,670
4990,90,MntWines,524
4329,43,MntWines,6
10936,79,MntWines,597
4692,19,MntWines,7
7212,99,MntWines,54
6086,62,MntWines,445
437,41,MntWines,294
11171,60,MntWines,292
11101,17,MntWines,412
5329,24,MntWines,8
610,60,MntWines,349
9384,57,MntWines,328
5956,74,MntWines,144
10430,22,MntWines,1126
7875,46,MntWines,967
7072,69,MntWines,432
6255,29,MntWines,138
6516,37,MntWines,0
5564,26,MntWines,509
5682,8,MntWines,948
7458,26,MntWines,39
5237,79,MntWines,28
7761,71,MntWines,13
5278,83,MntWines,307
3560,57,MntWines,901
7235,37,MntWines,2
10548,30,MntWines,283
2281,34,MntWines,4
4073,0,MntWines,769
6974,89,MntWines,518
7938,92,MntWines,350
7094,87,MntWines,445
3667,20,MntWines,778
7723,56,MntWines,709
3870,28,MntWines,359
4012,55,MntWines,799
5909,25,MntWines,895
10470,0,MntWines,40
6488,86,MntWines,76
10270,8,MntWines,11
6887,33,MntWines,245
6406,13,MntWines,647
7573,12,MntWines,39
4508,92,MntWines,203
221,90,MntWines,138
5331,8,MntWines,587
1911,6,MntWines,595
20,91,MntWines,43
8786,52,MntWines,301
10582,3,MntWines,180
1915,57,MntWines,794
8897,9,MntWines,392
2371,22,MntWines,39
4303,76,MntWines,107
6825,86,MntWines,13
1072,64,MntWines,70
4964,90,MntWines,680
2461,79,MntWines,26
10736,28,MntWines,522
3194,86,MntWines,412
10839,42,MntWines,6
49,39,MntWines,2
4290,8,MntWines,1
10219,40,MntWines,6
4211,5,MntWines,4
1135,96,MntWines,18
6299,28,MntWines,324
10846,22,MntWines,327
347,30,MntWines,229
6543,45,MntWines,521
10446,58,MntWines,184
3479,49,MntWines,4
11075,37,MntWines,183
4442,70,MntWines,31
199,33,MntWines,219
6722,98,MntWines,479
796,17,MntWines,584
3749,54,MntWines,627
8523,39,MntWines,24
310,81,MntWines,330
8629,71,MntWines,19
236,62,MntWines,28
9930,8,MntWines,606
3483,76,MntWines,1039
4599,66,MntWines,411
7326,83,MntWines,34
7352,28,MntWines,161
2350,87,MntWines,623
9145,43,MntWines,604
2964,0,MntWines,3
5585,1,MntWines,12
9687,1,MntWines,184
3732,72,MntWines,393
6303,72,MntWines,410
11176,12,MntWines,376
2986,89,MntWines,7
7462,67,MntWines,68
3900,54,MntWines,642
7034,34,MntWines,8
9493,15,MntWines,840
1143,43,MntWines,7
1,0,MntWines,464
3855,74,MntWines,30
5536,61,MntWines,1492
5989,51,MntWines,752
9499,97,MntWines,1279
6768,75,MntWines,22
2150,83,MntWines,860
6646,23,MntWines,3
4887,65,MntWines,10
8560,94,MntWines,351
3321,42,MntWines,421
11003,10,MntWines,2
10402,94,MntWines,25
9904,50,MntWines,336
6141,46,MntWines,191
5687,98,MntWines,563
10856,42,MntWines,31
5121,30,MntWines,479
4186,11,MntWines,18
368,61,MntWines,91
3312,12,MntWines,5
11121,76,MntWines,2
5332,2,MntWines,362
5848,43,MntWines,724
10343,27,MntWines,605
5935,60,MntWines,547
2895,79,MntWines,104
10262,96,MntWines,8
7848,17,MntWines,224
9477,0,MntWines,384
4856,38,MntWines,556
7186,43,MntWines,24
5794,1,MntWines,408
1456,25,MntWines,265
4877,2,MntWines,34
425,66,MntWines,374
3007,49,MntWines,27
1031,5,MntWines,600
4297,71,MntWines,13
807,35,MntWines,167
9553,94,MntWines,0
4271,80,MntWines,46
4120,61,MntWines,88
2036,29,MntWines,243
115,0,MntWines,275
4259,80,MntWines,6
8687,54,MntWines,121
2447,71,MntWines,4
10140,27,MntWines,1308
9353,61,MntWines,515
3623,55,MntWines,4
738,35,MntWines,48
7631,34,MntWines,562
4789,95,MntWines,769
773,64,MntWines,379
10602,30,MntWines,29
1446,12,MntWines,387
3270,96,MntWines,12
8443,16,MntWines,6
9653,16,MntWines,27
8916,78,MntWines,9
8017,83,MntWines,22
5830,96,MntWines,899
4597,67,MntWines,889
7023,87,MntWines,189
8086,34,MntWines,48
8825,46,MntWines,230
2930,7,MntWines,852
1928,73,MntWines,35
7108,54,MntWines,205
10925,93,MntWines,255
9960,52,MntWines,0
8800,53,MntWines,437
9224,81,MntWines,825
5519,8,MntWines,316
5046,97,MntWines,756
7037,50,MntWines,194
905,38,MntWines,7
8624,61,MntWines,183
8945,46,MntWines,171
6445,73,MntWines,243
2727,19,MntWines,181
6404,10,MntWines,151
11074,94,MntWines,494
10150,10,MntWines,464
1968,37,MntWines,5
6534,94,MntWines,29
9485,23,MntWines,102
7053,75,MntWines,604
4654,40,MntWines,571
9760,24,MntWines,953
1048,11,MntWines,63
10619,29,MntWines,770
9308,51,MntWines,398
10505,86,MntWines,741
8362,9,MntWines,1478
2625,30,MntWines,156
4637,73,MntWines,960
9972,25,MntWines,38
4483,67,MntWines,315
4487,67,MntWines,15
4988,58,MntWines,19
8931,82,MntWines,812
5871,98,MntWines,73
2008,93,MntWines,372
3139,53,MntWines,871
10037,66,MntWines,375
10673,6,MntWines,760
5303,42,MntWines,471
538,78,MntWines,31
7922,29,MntWines,819
5692,82,MntWines,1
4843,92,MntWines,203
6383,78,MntWines,26
1628,54,MntWines,354
1204,45,MntWines,1253
3673,59,MntWines,371
760,8,MntWines,588
8957,51,MntWines,480
4128,51,MntWines,517
6810,76,MntWines,267
5386,62,MntWines,1111
8700,86,MntWines,7
3202,60,MntWines,1166
1328,56,MntWines,261
8405,83,MntWines,135
6515,92,MntWines,6
2882,31,MntWines,711
7574,80,MntWines,11
6387,39,MntWines,42
5320,20,MntWines,79
5048,53,MntWines,20
8146,84,MntWines,30
10031,50,MntWines,20
5748,96,MntWines,115
2134,94,MntWines,263
1523,25,MntWines,69
9665,48,MntWines,267
4640,65,MntWines,561
3635,69,MntWines,492
3547,12,MntWines,14
2456,84,MntWines,80
5633,47,MntWines,97
7801,87,MntWines,197
10489,35,MntWines,693
7011,47,MntWines,43
2620,48,MntWines,14
3933,46,MntWines,186
10981,27,MntWines,434
1734,37,MntWines,59
10995,8,MntWines,16
6357,29,MntWines,230
9209,85,MntWines,829
10286,2,MntWines,318
2611,66,MntWines,1206
1600,60,MntWines,292
3308,54,MntWines,30
5407,70,MntWines,729
2166,55,MntWines,12
3955,20,MntWines,2
6634,78,MntWines,22
3056,63,MntWines,587
5718,17,MntWines,674
6872,43,MntWines,284
8164,13,MntWines,1023
4580,46,MntWines,1394
9305,65,MntWines,311
453,1,MntWines,27
8545,6,MntWines,1296
9850,32,MntWines,3
7378,34,MntWines,393
7646,70,MntWines,218
1640,49,MntWines,66
5184,65,MntWines,4
8492,25,MntWines,795
11188,84,MntWines,15
1212,7,MntWines,384
9097,34,MntWines,244
10473,38,MntWines,158
7962,1,MntWines,1285
9984,25,MntWines,349
5527,25,MntWines,4
6374,50,MntWines,223
7453,46,MntWines,157
8952,96,MntWines,397
241,57,MntWines,901
8975,47,MntWines,14
6119,52,MntWines,10
5236,30,MntWines,1230
5723,63,MntWines,81
1710,51,MntWines,154
1970,14,MntWines,63
5313,20,MntWines,30
10634,56,MntWines,90
7010,41,MntWines,635
8562,72,MntWines,127
3158,1,MntWines,13
4436,27,MntWines,18
5287,77,MntWines,45
2445,87,MntWines,38
6059,81,MntWines,986
4550,51,MntWines,61
4240,79,MntWines,4
8911,11,MntWines,201
3706,54,MntWines,19
3628,93,MntWines,4
10175,0,MntWines,18
8985,54,MntWines,806
5204,21,MntWines,380
9220,58,MntWines,576
9888,3,MntWines,458
5263,99,MntWines,5
1020,70,MntWines,350
9503,65,MntWines,39
10613,44,MntWines,26
67,6,MntWines,68
6019,9,MntWines,45
5863,95,MntWines,359
3717,70,MntWines,403
6730,92,MntWines,34
10749,62,MntWines,73
4998,85,MntWines,292
6287,2,MntWines,14
5985,0,MntWines,80
4754,91,MntWines,30
4002,3,MntWines,463
8870,68,MntWines,75
966,98,MntWines,538
4767,41,MntWines,635
9725,16,MntWines,8
4475,82,MntWines,1315
5740,1,MntWines,4
5731,64,MntWines,12
7290,68,MntWines,347
3846,98,MntWines,192
8104,32,MntWines,241
4507,87,MntWines,631
11013,84,MntWines,336
4491,3,MntWines,1099
3759,34,MntWines,743
1162,23,MntWines,124
2055,37,MntWines,15
10766,22,MntWines,397
4415,19,MntWines,10
3005,7,MntWines,530
2223,52,MntWines,1215
4817,91,MntWines,3
2875,93,MntWines,444
10536,78,MntWines,26
11112,23,MntWines,736
3807,83,MntWines,473
9197,92,MntWines,32
10832,4,MntWines,288
6421,32,MntWines,1050
4207,27,MntWines,1001
577,10,MntWines,9
10855,9,MntWines,234
3081,65,MntWines,7
3535,68,MntWines,251
247,16,MntWines,172
8707,12,MntWines,565
9523,95,MntWines,5
6072,16,MntWines,918
6295,46,MntWines,652
10914,3,MntWines,4
1509,80,MntWines,152
5577,77,MntWines,8
7348,0,MntWines,336
1127,62,MntWines,938
1833,91,MntWines,68
4944,24,MntWines,227
9080,2,MntWines,38
6466,22,MntWines,105
9964,56,MntWines,162
4790,54,MntWines,574
10245,71,MntWines,160
1109,38,MntWines,6
6001,62,MntWines,614
5538,78,MntWines,897
10552,18,MntWines,70
1545,95,MntWines,120
7409,66,MntWines,211
4444,28,MntWines,11
146,78,MntWines,760
6271,13,MntWines,53
10065,27,MntWines,7
4741,17,MntWines,391
246,71,MntWines,199
375,79,MntWines,516
1524,1,MntWines,709
10022,78,MntWines,12
7451,23,MntWines,1000
11010,75,MntWines,19
4356,70,MntWines,1224
3885,10,MntWines,16
1175,24,MntWines,88
880,47,MntWines,2
2320,98,MntWines,508
850,4,MntWines,381
4713,15,MntWines,74
675,67,MntWines,146
5025,32,MntWines,23
2308,40,MntWines,110
5995,54,MntWines,165
6749,78,MntWines,957
1010,94,MntWines,41
8977,51,MntWines,1
4756,42,MntWines,176
3412,67,MntWines,815
606,87,MntWines,6
5961,29,MntWines,8
2975,89,MntWines,717
2894,74,MntWines,1067
7613,97,MntWines,166
10542,63,MntWines,29
8015,88,MntWines,714
10617,34,MntWines,8
11166,81,MntWines,229
849,65,MntWines,320
523,51,MntWines,23
4066,76,MntWines,1
8414,76,MntWines,56
819,84,MntWines,508
4961,56,MntWines,29
749,31,MntWines,46
5430,0,MntWines,454
7755,91,MntWines,350
10525,40,MntWines,10
1453,59,MntWines,735
8310,96,MntWines,897
10710,61,MntWines,5
5031,14,MntWines,777
2613,16,MntWines,162
213,98,MntWines,35
967,11,MntWines,342
1077,52,MntWines,258
7959,19,MntWines,658
640,61,MntWines,356
4252,73,MntWines,213
8432,0,MntWines,454
6218,74,MntWines,457
6905,55,MntWines,241
5922,48,MntWines,210
3598,53,MntWines,441
6116,13,MntWines,19
